,matlab_index,year_doy,satellite,filename,manual time,SOIT time
0,1,2016091,aqua,1_NE_Greenland.2016091.aqua.250m.tif,2016-03-31 12:40:00,2016-03-31 12:38:54
1,2,2016091,terra,2_NE_Greenland.2016091.terra.250m.tif,2016-03-31 13:55:00,2016-03-31 13:55:37
2,3,2016092,aqua,3_NE_Greenland.2016092.aqua.250m.tif,2016-04-01 11:45:00,2016-04-01 11:43:49
3,4,2016092,terra,4_NE_Greenland.2016092.terra.250m.tif,2016-04-01 13:00:00,2016-04-01 13:00:32
4,5,2016093,aqua,5_NE_Greenland.2016093.aqua.250m.tif,2016-04-02 12:25:00,2016-04-02 12:26:40
5,6,2016093,terra,6_NE_Greenland.2016093.terra.250m.tif,2016-04-02 13:45:00,2016-04-02 13:43:23
6,7,2016094,aqua,7_NE_Greenland.2016094.aqua.250m.tif,2016-04-03 11:30:00,2016-04-03 11:31:37
7,8,2016094,terra,8_NE_Greenland.2016094.terra.250m.tif,2016-04-03 14:25:00,2016-04-03 12:48:16
8,9,2016095,aqua,9_NE_Greenland.2016095.aqua.250m.tif,2016-04-04 12:15:00,2016-04-04 12:14:27
9,10,2016095,terra,10_NE_Greenland.2016095.terra.250m.tif,2016-04-04 13:30:00,2016-04-04 13:31:09
10,11,2016096,aqua,11_NE_Greenland.2016096.aqua.250m.tif,2016-04-05 12:55:00,2016-04-05 11:19:26
11,12,2016096,terra,12_NE_Greenland.2016096.terra.250m.tif,2016-04-05 14:15:00,2016-04-05 14:13:56
12,13,2016097,aqua,13_NE_Greenland.2016097.aqua.250m.tif,2016-04-06 12:00:00,2016-04-06 12:02:14
13,14,2016097,terra,14_NE_Greenland.2016097.terra.250m.tif,2016-04-06 13:20:00,2016-04-06 13:18:55
14,15,2016098,aqua,15_NE_Greenland.2016098.aqua.250m.tif,2016-04-07 12:45:00,2016-04-07 12:45:08
15,16,2016098,terra,16_NE_Greenland.2016098.terra.250m.tif,2016-04-07 14:00:00,2016-04-07 14:01:44
16,17,2016099,aqua,17_NE_Greenland.2016099.aqua.250m.tif,2016-04-08 11:50:00,2016-04-08 11:50:02
17,18,2016099,terra,18_NE_Greenland.2016099.terra.250m.tif,2016-04-08 13:05:00,2016-04-08 13:06:40
18,19,2016100,aqua,19_NE_Greenland.2016100.aqua.250m.tif,2016-04-09 12:30:00,2016-04-09 12:32:54
19,20,2016100,terra,20_NE_Greenland.2016100.terra.250m.tif,2016-04-09 13:50:00,2016-04-09 13:49:30
20,21,2016101,aqua,21_NE_Greenland.2016101.aqua.250m.tif,2016-04-10 13:15:00,2016-04-10 11:37:50
21,22,2016101,terra,22_NE_Greenland.2016101.terra.250m.tif,2016-04-10 14:30:00,2016-04-10 12:54:24
22,23,2016102,aqua,23_NE_Greenland.2016102.aqua.250m.tif,2016-04-11 12:20:00,2016-04-11 12:20:40
23,24,2016102,terra,24_NE_Greenland.2016102.terra.250m.tif,2016-04-11 13:35:00,2016-04-11 13:37:16
24,25,2016103,aqua,25_NE_Greenland.2016103.aqua.250m.tif,2016-04-12 13:00:00,2016-04-12 11:25:38
25,26,2016103,terra,26_NE_Greenland.2016103.terra.250m.tif,2016-04-12 14:20:00,2016-04-12 14:20:02
26,27,2016104,aqua,27_NE_Greenland.2016104.aqua.250m.tif,2016-04-13 12:05:00,2016-04-13 12:08:26
27,28,2016104,terra,28_NE_Greenland.2016104.terra.250m.tif,2016-04-13 13:25:00,2016-04-13 13:25:02
28,29,2016105,aqua,29_NE_Greenland.2016105.aqua.250m.tif,2016-04-14 12:50:00,2016-04-14 11:13:26
29,30,2016105,terra,30_NE_Greenland.2016105.terra.250m.tif,2016-04-14 14:05:00,2016-04-14 14:07:49
30,31,2016106,aqua,31_NE_Greenland.2016106.aqua.250m.tif,2016-04-15 11:55:00,2016-04-15 11:56:13
31,32,2016106,terra,32_NE_Greenland.2016106.terra.250m.tif,2016-04-15 13:15:00,2016-04-15 13:12:47
32,33,2016107,aqua,33_NE_Greenland.2016107.aqua.250m.tif,2016-04-16 12:40:00,2016-04-16 12:39:05
33,34,2016107,terra,34_NE_Greenland.2016107.terra.250m.tif,2016-04-16 13:55:00,2016-04-16 13:55:38
34,35,2016108,aqua,35_NE_Greenland.2016108.aqua.250m.tif,2016-04-17 11:45:00,2016-04-17 11:44:00
35,36,2016108,terra,36_NE_Greenland.2016108.terra.250m.tif,2016-04-17 13:00:00,2016-04-17 13:00:35
36,37,2016109,aqua,37_NE_Greenland.2016109.aqua.250m.tif,2016-04-18 12:25:00,2016-04-18 12:26:50
37,38,2016109,terra,38_NE_Greenland.2016109.terra.250m.tif,2016-04-18 13:45:00,2016-04-18 13:43:30
38,39,2016110,aqua,39_NE_Greenland.2016110.aqua.250m.tif,2016-04-19 11:30:00,2016-04-19 11:31:47
39,40,2016110,terra,40_NE_Greenland.2016110.terra.250m.tif,2016-04-19 14:25:00,2016-04-19 12:48:24
40,41,2016111,aqua,41_NE_Greenland.2016111.aqua.250m.tif,2016-04-20 12:15:00,2016-04-20 12:14:36
41,42,2016111,terra,42_NE_Greenland.2016111.terra.250m.tif,2016-04-20 13:30:00,2016-04-20 13:31:18
42,43,2016112,aqua,43_NE_Greenland.2016112.aqua.250m.tif,2016-04-21 12:55:00,2016-04-21 11:19:32
43,44,2016112,terra,44_NE_Greenland.2016112.terra.250m.tif,2016-04-21 14:15:00,2016-04-21 14:14:06
44,45,2016113,aqua,45_NE_Greenland.2016113.aqua.250m.tif,2016-04-22 12:00:00,2016-04-22 12:02:18
45,46,2016113,terra,46_NE_Greenland.2016113.terra.250m.tif,2016-04-22 13:20:00,2016-04-22 13:19:06
46,47,2016114,aqua,47_NE_Greenland.2016114.aqua.250m.tif,2016-04-23 12:45:00,2016-04-23 12:45:10
47,48,2016114,terra,48_NE_Greenland.2016114.terra.250m.tif,2016-04-23 14:00:00,2016-04-23 14:01:56
48,49,2016115,aqua,49_NE_Greenland.2016115.aqua.250m.tif,2016-04-24 11:50:00,2016-04-24 11:50:02
49,50,2016115,terra,50_NE_Greenland.2016115.terra.250m.tif,2016-04-24 13:05:00,2016-04-24 13:06:54
50,51,2016116,aqua,51_NE_Greenland.2016116.aqua.250m.tif,2016-04-25 12:30:00,2016-04-25 12:32:52
51,52,2016116,terra,52_NE_Greenland.2016116.terra.250m.tif,2016-04-25 13:50:00,2016-04-25 13:49:45
52,53,2016117,aqua,53_NE_Greenland.2016117.aqua.250m.tif,2016-04-26 13:15:00,2016-04-26 11:37:46
53,54,2016117,terra,54_NE_Greenland.2016117.terra.250m.tif,2016-04-26 14:30:00,2016-04-26 12:54:41
54,55,2016118,aqua,55_NE_Greenland.2016118.aqua.250m.tif,2016-04-27 12:20:00,2016-04-27 12:20:35
55,56,2016118,terra,56_NE_Greenland.2016118.terra.250m.tif,2016-04-27 13:35:00,2016-04-27 13:37:34
56,57,2016119,aqua,57_NE_Greenland.2016119.aqua.250m.tif,2016-04-28 13:00:00,2016-04-28 11:25:31
57,58,2016119,terra,58_NE_Greenland.2016119.terra.250m.tif,2016-04-28 14:20:00,2016-04-28 14:20:21
58,59,2016120,aqua,59_NE_Greenland.2016120.aqua.250m.tif,2016-04-29 12:05:00,2016-04-29 12:08:18
59,60,2016120,terra,60_NE_Greenland.2016120.terra.250m.tif,2016-04-29 13:25:00,2016-04-29 13:25:22
60,61,2016121,aqua,61_NE_Greenland.2016121.aqua.250m.tif,2016-04-30 12:50:00,2016-04-30 11:13:16
61,62,2016121,terra,62_NE_Greenland.2016121.terra.250m.tif,2016-04-30 14:05:00,2016-04-30 14:08:11
62,63,2016122,aqua,63_NE_Greenland.2016122.aqua.250m.tif,2016-05-01 11:55:00,2016-05-01 11:56:01
63,64,2016122,terra,64_NE_Greenland.2016122.terra.250m.tif,2016-05-01 13:15:00,2016-05-01 13:13:10
64,65,2016123,aqua,65_NE_Greenland.2016123.aqua.250m.tif,2016-05-02 12:40:00,2016-05-02 12:38:52
65,66,2016123,terra,66_NE_Greenland.2016123.terra.250m.tif,2016-05-02 13:55:00,2016-05-02 13:56:01
66,67,2016124,aqua,67_NE_Greenland.2016124.aqua.250m.tif,2016-05-03 11:45:00,2016-05-03 11:43:44
67,68,2016124,terra,68_NE_Greenland.2016124.terra.250m.tif,2016-05-03 13:00:00,2016-05-03 13:00:57
68,69,2016125,aqua,69_NE_Greenland.2016125.aqua.250m.tif,2016-05-04 12:25:00,2016-05-04 12:26:33
69,70,2016125,terra,70_NE_Greenland.2016125.terra.250m.tif,2016-05-04 13:45:00,2016-05-04 13:43:49
70,71,2016126,aqua,71_NE_Greenland.2016126.aqua.250m.tif,2016-05-05 11:30:00,2016-05-05 11:31:28
71,72,2016126,terra,72_NE_Greenland.2016126.terra.250m.tif,2016-05-05 14:25:00,2016-05-05 12:48:44
72,73,2016127,aqua,73_NE_Greenland.2016127.aqua.250m.tif,2016-05-06 12:15:00,2016-05-06 12:14:15
73,74,2016127,terra,74_NE_Greenland.2016127.terra.250m.tif,2016-05-06 13:30:00,2016-05-06 13:31:38
74,75,2016128,aqua,75_NE_Greenland.2016128.aqua.250m.tif,2016-05-07 12:55:00,2016-05-07 11:19:13
75,76,2016128,terra,76_NE_Greenland.2016128.terra.250m.tif,2016-05-07 14:15:00,2016-05-07 14:14:26
76,77,2016129,aqua,77_NE_Greenland.2016129.aqua.250m.tif,2016-05-08 12:00:00,2016-05-08 12:01:58
77,78,2016129,terra,78_NE_Greenland.2016129.terra.250m.tif,2016-05-08 13:20:00,2016-05-08 13:19:25
78,79,2016130,aqua,79_NE_Greenland.2016130.aqua.250m.tif,2016-05-09 12:45:00,2016-05-09 12:44:50
79,80,2016130,terra,80_NE_Greenland.2016130.terra.250m.tif,2016-05-09 14:00:00,2016-05-09 14:02:15
80,81,2016131,aqua,81_NE_Greenland.2016131.aqua.250m.tif,2016-05-10 11:50:00,2016-05-10 11:49:41
81,82,2016131,terra,82_NE_Greenland.2016131.terra.250m.tif,2016-05-10 13:05:00,2016-05-10 13:07:12
82,83,2016132,aqua,83_NE_Greenland.2016132.aqua.250m.tif,2016-05-11 12:30:00,2016-05-11 12:32:30
83,84,2016132,terra,84_NE_Greenland.2016132.terra.250m.tif,2016-05-11 13:50:00,2016-05-11 13:50:03
84,85,2016133,aqua,85_NE_Greenland.2016133.aqua.250m.tif,2016-05-12 13:15:00,2016-05-12 11:37:24
85,86,2016133,terra,86_NE_Greenland.2016133.terra.250m.tif,2016-05-12 14:30:00,2016-05-12 12:54:59
86,87,2016134,aqua,87_NE_Greenland.2016134.aqua.250m.tif,2016-05-13 12:20:00,2016-05-13 12:20:12
87,88,2016134,terra,88_NE_Greenland.2016134.terra.250m.tif,2016-05-13 13:35:00,2016-05-13 13:37:51
88,89,2016135,aqua,89_NE_Greenland.2016135.aqua.250m.tif,2016-05-14 13:00:00,2016-05-14 11:25:07
89,90,2016135,terra,90_NE_Greenland.2016135.terra.250m.tif,2016-05-14 14:20:00,2016-05-14 14:20:38
90,91,2016136,aqua,91_NE_Greenland.2016136.aqua.250m.tif,2016-05-15 12:05:00,2016-05-15 12:07:53
91,92,2016136,terra,92_NE_Greenland.2016136.terra.250m.tif,2016-05-15 13:25:00,2016-05-15 13:25:39
92,93,2016137,aqua,93_NE_Greenland.2016137.aqua.250m.tif,2016-05-16 12:50:00,2016-05-16 11:12:51
93,94,2016137,terra,94_NE_Greenland.2016137.terra.250m.tif,2016-05-16 14:05:00,2016-05-16 14:08:28
94,95,2016138,aqua,95_NE_Greenland.2016138.aqua.250m.tif,2016-05-17 11:55:00,2016-05-17 11:55:35
95,96,2016138,terra,96_NE_Greenland.2016138.terra.250m.tif,2016-05-17 13:15:00,2016-05-17 13:13:26
96,97,2016139,aqua,97_NE_Greenland.2016139.aqua.250m.tif,2016-05-18 12:40:00,2016-05-18 12:38:25
97,98,2016139,terra,98_NE_Greenland.2016139.terra.250m.tif,2016-05-18 13:55:00,2016-05-18 13:56:16
98,99,2016140,aqua,99_NE_Greenland.2016140.aqua.250m.tif,2016-05-19 11:45:00,2016-05-19 11:43:18
99,100,2016140,terra,100_NE_Greenland.2016140.terra.250m.tif,2016-05-19 13:00:00,2016-05-19 13:01:12
100,101,2016141,aqua,101_NE_Greenland.2016141.aqua.250m.tif,2016-05-20 12:25:00,2016-05-20 12:26:06
101,102,2016141,terra,102_NE_Greenland.2016141.terra.250m.tif,2016-05-20 13:45:00,2016-05-20 13:44:04
102,103,2016142,aqua,103_NE_Greenland.2016142.aqua.250m.tif,2016-05-21 11:30:00,2016-05-21 11:31:00
103,104,2016142,terra,104_NE_Greenland.2016142.terra.250m.tif,2016-05-21 14:25:00,2016-05-21 12:48:58
104,105,2016143,aqua,105_NE_Greenland.2016143.aqua.250m.tif,2016-05-22 12:15:00,2016-05-22 12:13:47
105,106,2016143,terra,106_NE_Greenland.2016143.terra.250m.tif,2016-05-22 13:30:00,2016-05-22 13:31:51
106,107,2016144,aqua,107_NE_Greenland.2016144.aqua.250m.tif,2016-05-23 12:55:00,2016-05-23 11:18:43
107,108,2016144,terra,108_NE_Greenland.2016144.terra.250m.tif,2016-05-23 14:15:00,2016-05-23 14:14:39
108,109,2016145,aqua,109_NE_Greenland.2016145.aqua.250m.tif,2016-05-24 12:00:00,2016-05-24 12:01:28
109,110,2016145,terra,110_NE_Greenland.2016145.terra.250m.tif,2016-05-24 13:20:00,2016-05-24 13:19:38
110,111,2016146,aqua,111_NE_Greenland.2016146.aqua.250m.tif,2016-05-25 12:45:00,2016-05-25 12:44:19
111,112,2016146,terra,112_NE_Greenland.2016146.terra.250m.tif,2016-05-25 14:00:00,2016-05-25 14:02:27
112,113,2016147,aqua,113_NE_Greenland.2016147.aqua.250m.tif,2016-05-26 11:50:00,2016-05-26 11:49:10
113,114,2016147,terra,114_NE_Greenland.2016147.terra.250m.tif,2016-05-26 13:05:00,2016-05-26 13:07:25
114,115,2016148,aqua,115_NE_Greenland.2016148.aqua.250m.tif,2016-05-27 12:30:00,2016-05-27 12:32:03
115,116,2016148,terra,116_NE_Greenland.2016148.terra.250m.tif,2016-05-27 13:50:00,2016-05-27 13:50:15
116,117,2016149,aqua,117_NE_Greenland.2016149.aqua.250m.tif,2016-05-28 13:15:00,2016-05-28 11:36:58
117,118,2016149,terra,118_NE_Greenland.2016149.terra.250m.tif,2016-05-28 14:30:00,2016-05-28 12:55:10
118,119,2016150,aqua,119_NE_Greenland.2016150.aqua.250m.tif,2016-05-29 12:20:00,2016-05-29 12:19:47
119,120,2016150,terra,120_NE_Greenland.2016150.terra.250m.tif,2016-05-29 13:35:00,2016-05-29 13:38:03
120,121,2016151,aqua,121_NE_Greenland.2016151.aqua.250m.tif,2016-05-30 13:00:00,2016-05-30 11:24:45
121,122,2016151,terra,122_NE_Greenland.2016151.terra.250m.tif,2016-05-30 14:20:00,2016-05-30 14:20:49
122,123,2016152,aqua,123_NE_Greenland.2016152.aqua.250m.tif,2016-05-31 12:05:00,2016-05-31 12:07:32
123,124,2016152,terra,124_NE_Greenland.2016152.terra.250m.tif,2016-05-31 13:25:00,2016-05-31 13:25:49
124,125,2016153,aqua,125_NE_Greenland.2016153.aqua.250m.tif,2016-06-01 12:50:00,2016-06-01 11:12:32
125,126,2016153,terra,126_NE_Greenland.2016153.terra.250m.tif,2016-06-01 14:05:00,2016-06-01 14:08:38
126,127,2016154,aqua,127_NE_Greenland.2016154.aqua.250m.tif,2016-06-02 11:55:00,2016-06-02 11:55:17
127,128,2016154,terra,128_NE_Greenland.2016154.terra.250m.tif,2016-06-02 13:15:00,2016-06-02 13:13:36
128,129,2016155,aqua,129_NE_Greenland.2016155.aqua.250m.tif,2016-06-03 12:40:00,2016-06-03 12:38:09
129,130,2016155,terra,130_NE_Greenland.2016155.terra.250m.tif,2016-06-03 13:55:00,2016-06-03 13:56:25
130,131,2016156,aqua,131_NE_Greenland.2016156.aqua.250m.tif,2016-06-04 11:45:00,2016-06-04 11:43:03
131,132,2016156,terra,132_NE_Greenland.2016156.terra.250m.tif,2016-06-04 13:00:00,2016-06-04 13:01:22
132,133,2016157,aqua,133_NE_Greenland.2016157.aqua.250m.tif,2016-06-05 12:25:00,2016-06-05 12:25:53
133,134,2016157,terra,134_NE_Greenland.2016157.terra.250m.tif,2016-06-05 13:45:00,2016-06-05 13:44:13
