,matlab_index,year_doy,satellite,filename,manual time,SOIT time
0,1,2004091,aqua,1_NE_Greenland.2004091.aqua.250m.tif,2004-03-31 11:40:00,2004-03-31 11:40:09
1,2,2004091,terra,2_NE_Greenland.2004091.terra.250m.tif,2004-03-31 13:00:00,2004-03-31 13:00:25
2,3,2004092,aqua,3_NE_Greenland.2004092.aqua.250m.tif,2004-04-01 12:20:00,2004-04-01 12:22:57
3,4,2004092,terra,4_NE_Greenland.2004092.terra.250m.tif,2004-04-01 13:40:00,2004-04-01 13:43:14
4,5,2004093,aqua,5_NE_Greenland.2004093.aqua.250m.tif,2004-04-02 11:30:00,2004-04-02 11:27:54
5,6,2004093,terra,6_NE_Greenland.2004093.terra.250m.tif,2004-04-02 14:25:00,2004-04-02 12:48:05
6,7,2004094,aqua,7_NE_Greenland.2004094.aqua.250m.tif,2004-04-03 12:10:00,2004-04-03 12:10:46
7,8,2004094,terra,8_NE_Greenland.2004094.terra.250m.tif,2004-04-03 13:30:00,2004-04-03 13:30:57
8,9,2004095,aqua,9_NE_Greenland.2004095.aqua.250m.tif,2004-04-04 12:50:00,2004-04-04 11:15:47
9,10,2004095,terra,10_NE_Greenland.2004095.terra.250m.tif,2004-04-04 14:15:00,2004-04-04 14:13:42
10,11,2004096,aqua,11_NE_Greenland.2004096.aqua.250m.tif,2004-04-05 12:00:00,2004-04-05 11:58:33
11,12,2004096,terra,12_NE_Greenland.2004096.terra.250m.tif,2004-04-05 13:20:00,2004-04-05 13:18:39
12,13,2004097,aqua,13_NE_Greenland.2004097.aqua.250m.tif,2004-04-06 12:40:00,2004-04-06 12:41:26
13,14,2004097,terra,14_NE_Greenland.2004097.terra.250m.tif,2004-04-06 14:00:00,2004-04-06 14:01:25
14,15,2004098,aqua,15_NE_Greenland.2004098.aqua.250m.tif,2004-04-07 11:45:00,2004-04-07 11:46:20
15,16,2004098,terra,16_NE_Greenland.2004098.terra.250m.tif,2004-04-07 13:05:00,2004-04-07 13:06:20
16,17,2004099,aqua,17_NE_Greenland.2004099.aqua.250m.tif,2004-04-08 12:30:00,2004-04-08 12:29:11
17,18,2004099,terra,18_NE_Greenland.2004099.terra.250m.tif,2004-04-08 13:50:00,2004-04-08 13:49:08
