,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2005-04-01 12:00:00,2005_00009,888647.63871,-1439542.96384,-13.30931,74.4747,142.9545375,49.07441,15.5998725,12.9769275,,-0.1300396373522271,-0.11819533156484477,-0.1908584922265411,211.7692099035262,0.22449298532184084
1,2005-04-02 12:00:00,2005_00009,888619.9931,-1458939.13807,-13.65482,74.32512,130.42943,49.2004375,15.3897625,12.4822175,0.040215163074746575,0.010675111685887619,-0.06368121733416005,-0.1464135228547204,203.50618880692537,0.15966282321157377
3,2005-04-01 12:00:00,2005_00014,740321.53129,-860480.95265,-4.29267,79.54926,113.691419375,46.2898325,16.4442675,9.91893,-0.2763466830847181,-0.25998949189407006,-0.029759506426112782,-0.13564469176561414,192.37424559649196,0.13887084152879003
4,2005-04-02 12:00:00,2005_00014,746015.94699,-871042.02311,-4.42111,79.44192,125.646915,47.24967,16.2494325,10.83657,-0.3052981960294562,,0.023892263671470126,-0.08559450143934184,164.40381941781658,0.08886652316815677
6,2005-04-01 12:00:00,2005_00022,759728.73056,-1656220.79385,-20.3585,73.29375,103.5875,50.65985,21.29452,6.9040525,-0.003628904440668869,0.0019393297927629148,-0.0016712055911579267,-0.0007273272921583855,246.48078798048073,0.0018226171067549993
7,2005-04-02 12:00:00,2005_00022,759623.68848,-1656338.11503,-20.36304,73.29318,104.679704375,51.1247275,21.72356,6.8226625,-0.004430354122807607,0.0077904636727079285,0.005161993585352754,0.003988819729726412,52.305714327237524,0.006523561957357167
9,2005-04-01 12:00:00,2005_00024,749816.21414,-818252.61142,-2.50006,79.78078,108.341553125,43.2557325,18.082365,7.8417025,,0.24844998654259579,0.01611910487628926,-0.20060424574949964,175.4059961591318,0.20125081106603884
10,2005-04-02 12:00:00,2005_00024,762552.6858,-830090.14793,-2.42827,79.622,107.82505375,42.2338375,17.69925,7.8900475,0.26596185920391635,0.28208557330392525,0.06168415426385998,0.05696423955605042,47.278064340175206,0.08396344130302649
11,2005-04-03 12:00:00,2005_00024,763147.89749,-822860.16577,-2.15612,79.66696,93.359375,38.997125,15.4375075,7.8667175,0.14638483648997383,0.1663155352563991,-0.07006714743757607,-0.28509991817802754,193.807560406292,0.29358366523898605
13,2005-04-01 12:00:00,2005_00025,889680.89641,-1462839.97471,-13.69022,74.2898,96.33926625,38.2160725,14.152505,8.8950275,,-0.060932472622975145,-0.08820229425416229,-0.1941351297038521,204.43393859117168,0.2132324864949741
14,2005-04-02 12:00:00,2005_00025,891885.75329,-1481130.84959,-13.94499,74.13773,92.530084375,36.6280975,13.6229075,8.83462,0.03362242827215321,-0.04314350152726224,-0.05121279288176004,-0.14790023867430316,199.0992193793992,0.15651591214527005
16,2005-04-01 12:00:00,2005_00027,758253.90731,-1672477.71305,-20.61181,73.16553,102.3875,44.728,15.603165,9.5080575,-0.00492879104893583,-0.010210733460987371,0.0004426174159212129,0.0006181382336906753,35.60452878769132,0.0007602664354205043
17,2005-04-02 12:00:00,2005_00027,758266.68436,-1672413.28067,-20.61062,73.16601,101.618763125,45.42442,15.77746,9.40376,0.004848817209103017,0.01074713208740939,-2.538018604559243e-05,-0.0014628045760804982,180.9940026674468,0.0014630247371954293
19,2005-04-01 12:00:00,2005_00028,856479.58647,-1481952.6841,-14.97466,74.2944,96.0192175,45.070595,18.78633,7.0967925,-0.02005160575163202,-0.039283464137156186,-0.07404953614651395,-0.12816547224939517,210.0178225895162,0.14801933009044582
