,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2010-04-09 12:00:00,2010_00100,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,-0.007967098532684371,-0.016251269537667902,0.004144570276079222,-0.006593372741228549,147.84667989142463,0.007787812714628869
1,2010-04-10 12:00:00,2010_00100,669248.84863,-1379102.00176,-19.11369,75.91773,83.878880625,48.020855,22.176185,5.236525,,0.0025482372134445286,-0.0016617436482315923,0.0032051827441866715,332.59528397615827,0.0036103446339747183
2,2010-04-11 12:00:00,2010_00100,668998.77692,-1378915.54313,-19.11906,75.92024,88.430676875,47.393775,22.2718725,5.4255275,-0.0015822465688553364,,-0.0017906130508281697,0.003180073924022834,330.61732285247007,0.0036495431577179835
3,2010-04-12 12:00:00,2010_00100,668739.65205,-1378735.87305,-19.12484,75.92274,93.21695375,46.712425,22.31159,5.6393525,0.002789160679827388,0.005122928714418631,-0.0006354245412968195,-0.0001995170780417925,252.5682225692986,0.0006660115705546025
4,2010-04-13 12:00:00,2010_00100,668697.77831,-1378775.34244,-19.12689,75.92258,94.31464875,46.0789175,21.997025,5.7535725,0.0040062805563584524,-0.002178053206274453,3.65553418885205e-05,0.0013354022162970637,1.568024872334263,0.001335902456136561
5,2010-04-14 12:00:00,2010_00100,668650.27118,-1378670.15069,-19.12677,75.92364,92.85577125,47.0940025,22.1995625,5.7375375,,-0.002122347261764066,-9.215914183964465e-05,-0.0009271050897289163,185.67685363372505,0.0009316743824029302
6,2010-04-15 12:00:00,2010_00100,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,-0.00010240009921267465,0.0,0.0,90.0,0.0
7,2010-04-16 12:00:00,2010_00100,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
9,2010-04-09 12:00:00,2010_00103,738446.95723,-1666360.99339,-21.09951,73.28927,48.2175,28.3155675,10.627725,6.4153025,0.008295384209305388,0.008716482749382876,0.0005789544004325301,4.6630690783609167e-05,85.39516961017694,0.000580829251246136
10,2010-04-10 12:00:00,2010_00103,738491.05725,-1666337.04372,-21.09793,73.2893,48.7575,28.3005,10.7319675,6.3899425,0.00047045840262259595,-0.005807813906146387,0.00039172982231359905,-9.571585073136898e-05,103.73070223246447,0.0004032539866772226
11,2010-04-11 12:00:00,2010_00103,738525.35083,-1666330.89102,-21.09686,73.28923,49.22956,28.3855475,10.7527625,6.39064,-0.00013683436438098238,0.0001285454819736686,-0.00021818148071081124,1.3336927461960553e-05,273.498005462225,0.0002185887283445505
12,2010-04-12 12:00:00,2010_00103,738507.64985,-1666337.47576,-21.09745,73.28924,49.001433125,28.3015425,10.72072,6.39087,-0.0029993355336973147,0.003196012395623838,0.00013506401456036198,8.925554063383166e-05,56.54172484153156,0.00016189144376093276
13,2010-04-13 12:00:00,2010_00103,738515.19392,-1666325.69718,-21.09709,73.28931,49.062120625,28.345725,10.7806275,6.3794175,0.004531725410864383,0.003866972318421343,-0.0002407929401029043,-1.3832950207877563e-05,266.7121149650455,0.00024118994696059468
15,2010-04-10 12:00:00,2010_00117,664692.21911,-1048935.70944,-12.63828,78.57304,183.685,62.76012,21.652095,11.877225,,,0.003962567559949991,-0.011084485675176618,160.32865364975373,0.011771480975236873
17,2010-04-10 12:00:00,2010_00121,716919.60629,-743111.17428,-1.02779,80.48912,145.925,52.9032,19.388025,10.15238,0.10316911086918634,0.2134526172671939,0.04675083606319455,-0.09883697360299731,154.68540189477142,0.1093361240560835
18,2010-04-11 12:00:00,2010_00121,725755.64527,-746452.34826,-0.80544,80.41075,142.525390625,47.402765,18.23494,10.2731075,0.06798186727289884,-0.1566264754208374,-0.10700736834874996,-0.2544597973723758,202.80809738508088,0.2760441366153529
20,2010-04-10 12:00:00,2010_00122,745557.00078,-1570664.68307,-19.60742,74.04984,141.0325,56.4998,16.45409,13.8506375,,-0.06388121508157112,0.005411086263542034,-0.0026852364134458736,116.39277746348353,0.006040724223765636
21,2010-04-11 12:00:00,2010_00122,746078.83983,-1570673.79365,-19.59202,74.04774,152.393164375,56.64089,17.1287525,14.2790425,,-0.003052838523522778,-0.0016851842511409689,-0.0005435396918025291,252.1234015422554,0.0017706725718941762
