,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2014-04-01 12:00:00,2014_00001,598801.37587,-1137667.15248,-17.24031,78.17245,1206.3458525,154.7333075,47.150715,36.471395,0.0019160223457284837,-0.006598292032207194,-0.0008168267385471373,0.0003864614394097721,295.32001808430095,0.0009036361905967613
1,2014-04-02 12:00:00,2014_00001,598723.37247,-1137670.4759,-17.24345,78.17275,1201.583036875,153.75573,47.0994175,36.3639,0.001735559439413582,-0.0018686203548980735,0.00012399529091811898,-0.00010875179990143172,131.25283340525442,0.00016492964000345723
2,2014-04-03 12:00:00,2014_00001,598737.22888,-1137673.80158,-17.24298,78.17267,1202.50864375,153.6767075,47.121115,36.3676175,,-0.0025601868040381805,-0.00025463462002128025,0.00019875051765577654,307.973184108974,0.0003230178911172273
3,2014-04-04 12:00:00,2014_00001,598709.76261,-1137668.85162,-17.24396,78.17283,1200.6061,153.668195,47.0882225,36.366765,0.0008652935576319454,-0.0014551669450680517,-3.663061162801478e-05,-0.00012975266089235537,195.76496024408584,0.00013482416221467506
5,2014-04-01 12:00:00,2014_00002,730471.78903,-1976576.87769,-24.7175,70.72405,911.206804375,177.4800275,76.1580975,18.887965,-0.00015913690173784663,-0.0005626538501513416,0.0004653749322619482,0.0013918575776278408,18.487630644987462,0.001467597132723369
6,2014-04-02 12:00:00,2014_00002,730467.81748,-1976450.13951,-24.71641,70.72513,922.07050125,173.7155425,75.8287425,18.8692625,0.00024409999055726749,0.020868560933866083,0.009417865417664307,-0.01821780369275437,152.6628704577388,0.020508158386675582
7,2014-04-03 12:00:00,2014_00002,731776.72218,-1977644.46585,-24.6943,70.71099,888.958258125,211.3756375,76.2359675,21.1467225,0.00048313347296594875,-0.008856569225311667,-0.006725386991066156,0.013776948137921586,333.98011303736666,0.015330855493891493
8,2014-04-04 12:00:00,2014_00002,730818.68144,-1976729.76055,-24.71009,70.72169,873.15136,182.5278675,77.648555,19.1290375,0.00047666064151626216,-0.009244688814966671,-0.002472546515339269,0.0037647613757870214,326.70467261641556,0.004504099742138727
10,2014-04-01 12:00:00,2014_00003,788174.38239,-831998.03902,-1.54303,79.44905,932.06542,130.50386,41.80555,29.8252125,,0.021105602262724114,-0.07285437264758622,-0.274037191404887,194.88803282007444,0.2835562411356027
11,2014-04-02 12:00:00,2014_00003,799887.92204,-853515.62931,-1.8567,79.23224,982.306005625,128.5085475,42.622055,30.9243675,,,-0.025063480693552326,-0.1706316812870396,188.3562182707584,0.17246260094095162
13,2014-04-01 12:00:00,2014_00004,779974.84706,-2003308.05974,-23.72687,70.34201,512.3332375,153.08129,64.1026275,13.84581,0.007563146524050526,-0.01545042676919386,-0.024534266722840464,0.017534946976657768,305.55386618984755,0.030156336135241567
