,datetime,floe_id,longitude,latitude,x_stere,y_stere,area,perimeter,axis_major_length,axis_minor_length,solidity,circularity,nsidc_sic,lr_probability,zeta,zeta_est,u,v,bearing,speed,area_km2,perimeter_km,axis_major_length_km,axis_minor_length_km
0,2015-04-06 12:00:00,2015_00043,-5.44457,79.61011,718644.7013,-870070.72727,731.50649,109.95714,41.43896,23.26494,0.92978,0.76058,0.92,0.81101,-0.07035965654468027,-0.0003942496196732857,,,,,45.72,27.49,10.36,5.82
1,2015-04-07 12:00:00,2015_00043,-5.55648,79.52218,723042.88044,-878884.85669,790.15505,113.68734,43.06714,23.99296,0.92334,0.76773,0.95906,0.95408,-0.05785299513750588,,,,,,49.38,28.42,10.77,6.0
2,2015-04-09 12:00:00,2015_00060,-19.12635,75.92,668838.04862,-1379028.61988,1382.85933,177.00841,81.09052,22.57003,0.94882,0.55487,0.94925,0.79173,-0.0009842362911160905,-0.00024923174053890286,-0.0002367134502412509,0.0037541581725977526,356.3920672033558,0.0037616135955740606,86.43,44.25,20.27,5.64
3,2015-04-10 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.96,0.8098,-0.0009842362911160905,-2.354415902526749e-05,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
4,2015-04-11 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.96,0.82888,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
5,2015-04-12 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.9789,0.82122,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
6,2015-04-13 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.99898,0.8172,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
7,2015-04-14 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.95139,0.83645,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
8,2015-04-15 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.95,0.81065,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
9,2015-04-16 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.95981,0.86837,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
10,2015-04-17 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.9728,0.8458,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
11,2015-04-18 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,0.98659,0.82511,,,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
12,2015-04-19 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,1.0,0.80523,,0.0,0.0,0.0,90.0,0.0,94.62,47.45,22.1,5.75
13,2015-04-20 12:00:00,2015_00060,-19.1271,75.9229,668678.1,-1378745.7,1514.0,189.8,88.4,23.0,0.95883,0.528,1.0,0.62328,,0.0,,,,,94.62,47.45,22.1,5.75
14,2015-04-11 12:00:00,2015_00063,-20.95163,73.28381,742990.2,-1664995.6026,1900.92208,192.25455,75.74805,33.97922,0.95332,0.64621,0.95,0.944,,-3.052934384570213e-05,0.000954451826121448,-0.0002007341288915987,101.87698300935506,0.0009753319839359497,118.81,48.06,18.94,8.49
15,2015-04-12 12:00:00,2015_00063,-20.94901,73.2837,743072.57442,-1664977.83561,1924.45647,194.09129,76.3971,34.2,0.94965,0.64254,0.97427,0.95517,0.0013413170740906796,-1.9194988222933558e-05,9.780083609275482e-05,-1.1362524893908124e-05,96.62692772833572,9.845867413492107e-05,120.28,48.52,19.1,8.55
16,2015-04-13 12:00:00,2015_00063,-20.94875,73.28369,743080.69091,-1664975.28831,1926.67532,194.4,76.49481,34.21039,0.95024,0.64121,1.0,0.96731,0.001148340177045116,-1.4407322710553224e-05,-0.0001653146695248684,-0.00012173397360379197,233.6329113989348,0.00020530002505963113,120.42,48.6,19.12,8.55
17,2015-04-14 12:00:00,2015_00063,-20.94916,73.2836,743071.93435,-1664990.71415,1926.3606,194.4,76.20555,34.4,0.94884,0.64111,1.0,0.97203,0.0022530164539621045,-3.679533948280655e-05,0.0005811589111917943,-0.00017784256648018578,107.01482644748569,0.0006077611854255677,120.4,48.6,19.05,8.6
18,2015-04-15 12:00:00,2015_00063,-20.94763,73.28345,743124.04948,-1664984.28198,1941.74382,194.4,76.49488,34.44744,0.95259,0.6459,1.0,0.97732,,-1.1928000323716499e-05,0.0001888305776000724,-6.335383626761715e-05,108.54692400614579,0.00019917503760913665,121.36,48.6,19.12,8.61
19,2015-04-16 12:00:00,2015_00063,-20.94711,73.2834,743141.17882,-1664982.63096,1946.90326,194.4,76.59807,34.49903,0.95392,0.64796,1.0,0.98093,0.003159109843514346,4.559303328899613e-05,-4.4226213369541294e-07,-0.0003848040146020745,180.0658510347613,0.00038480426875187924,121.68,48.6,19.15,8.62
20,2015-04-17 12:00:00,2015_00063,-20.94708,73.28311,743154.69477,-1665013.00674,1918.44966,195.78818,76.83934,34.16492,0.94223,0.62937,1.0,0.96572,0.001086178620822149,1.4969952149926739e-05,-0.00017622608013349517,-0.00036406094377516336,205.82960664217168,0.0004044700262092109,119.9,48.95,19.21,8.54
21,2015-04-18 12:00:00,2015_00063,-20.94759,73.2828,743153.61129,-1665047.93615,1883.36546,197.28441,77.09731,33.80376,0.93,0.60822,1.0,0.94818,-0.0011219490871697273,-1.6754691603934105e-05,-0.00014924063254055555,0.0009242187846493092,350.8271950408068,0.0009361907542268035,117.71,49.32,19.27,8.45
