,datetime,floe_id,longitude,latitude,x_stere,y_stere,area,perimeter,axis_major_length,axis_minor_length,solidity,circularity,nsidc_sic,lr_probability,zeta,zeta_est,u,v,bearing,speed,area_km2,perimeter_km,axis_major_length_km,axis_minor_length_km
0,2020-04-04 12:00:00,2020_00084,-6.06359,77.37581,862795.71997,-1067906.76565,1795.74292,206.05654,65.52379,37.84009,0.8448,0.52946,1.0,0.6369,0.2800766965767324,0.006023834472595683,0.23387492911961325,-0.14941698311026716,122.57351599028902,0.2775300295688342,112.23,51.51,16.38,9.46
1,2020-04-05 12:00:00,2020_00084,-5.22883,77.25655,886626.63028,-1065249.56588,1697.1942,175.83803,56.27134,39.89225,0.91936,0.69043,0.99922,0.9856,0.2775615026113856,0.0032060874329958543,0.20824048716367063,-0.15377430503022124,126.4438567765913,0.25886412919075985,106.07,43.96,14.07,9.97
2,2020-04-06 12:00:00,2020_00084,-4.49223,77.1343,908954.78672,-1063951.42967,1771.96156,184.47997,60.73796,39.40674,0.89578,0.6545,0.95067,0.96035,0.07689640641350486,0.0014061207786142484,-0.08829949629228016,-0.27518674151528477,197.78993893867903,0.28900613099252853,110.75,46.12,15.18,9.85
3,2020-04-07 12:00:00,2020_00084,-4.7992,76.91736,918598.14,-1086984.3,1801.2,181.1,59.82,40.56,0.90214,0.6904,0.88,0.9862,0.03370432369820641,,,,,,112.58,45.28,14.96,10.14
4,2020-04-05 12:00:00,2020_00097,-14.53206,74.81457,838823.28718,-1425864.21282,5340.5641,315.98205,113.8641,61.67564,0.92355,0.67219,0.98,0.98336,-0.4181721315907352,,,,,,333.79,79.0,28.47,15.42
5,2020-04-06 12:00:00,2020_00097,-14.7742,74.74219,836804.49395,-1436287.80569,4706.0427,334.64698,114.77865,58.82989,0.85161,0.52829,0.99972,0.64398,,,,,,,294.13,83.66,28.69,14.71
6,2020-04-05 12:00:00,2020_00098,-15.71361,74.43583,829664.84103,-1479269.67692,5292.70513,302.70513,95.64615,71.48077,0.93775,0.72645,0.99,0.99488,,-0.00018971043025441204,-0.11654789170387791,-0.1925908748369172,211.18056111148024,0.22511031991241084,330.79,75.68,23.91,17.87
7,2020-04-06 12:00:00,2020_00098,-16.04719,74.28444,829021.95986,-1498708.58082,5192.52688,293.73029,95.3957,70.44677,0.95088,0.75653,0.93539,0.997,0.06289979381712905,0.0011985925766649474,-0.12048473234391217,-0.19906418910010304,211.18466133637693,0.2326867467434829,324.53,73.43,23.85,17.61
8,2020-04-07 12:00:00,2020_00098,-16.39524,74.1285,828237.88,-1518797.42,5262.6,296.38,95.88,70.98,0.9468,0.753,0.88,0.9968,0.08120348994640808,0.0021188677869561235,-0.1296508538427406,-0.14953170123439538,220.92679045526233,0.19791178230768416,328.91,74.1,23.97,17.74
9,2020-04-08 12:00:00,2020_00098,-16.76355,74.01117,824588.71774,-1535503.08318,5220.34862,293.51468,95.10183,71.10122,0.94493,0.76098,0.99927,0.99699,0.17445822190110827,0.0019289433961035831,-0.019638142760498724,-0.07899839502306288,193.96013678384872,0.08140272149812693,326.27,73.38,23.78,17.78
10,2020-04-09 12:00:00,2020_00098,-16.81908,73.94932,826323.096,-1542319.07657,5390.54286,304.06743,95.69257,72.83886,0.93467,0.73261,1.0,0.995,0.16364545003032835,0.005288084229904858,-0.030088377732519083,-0.07263916757441603,202.5001678862694,0.07862416384597577,336.91,76.02,23.92,18.21
11,2020-04-10 12:00:00,2020_00098,-16.90388,73.89239,826995.51697,-1549078.84245,4672.31697,335.33415,88.76895,72.96838,0.85805,0.52386,1.0,0.81975,0.14835549155182795,,-0.10740789061792497,-0.15274285741168972,215.11466407331957,0.186726632961878,292.02,83.83,22.19,18.24
12,2020-04-11 12:00:00,2020_00098,-17.20438,73.77274,825024.18819,-1565091.13132,5249.90676,297.50349,95.98904,71.05409,0.93656,0.74745,0.93189,0.99097,0.15587080956802557,0.0018506749767672544,-0.0037131369588783852,-0.10303172761581844,182.06397629463777,0.10309861435332482,328.12,74.38,24.0,17.76
13,2020-04-12 12:00:00,2020_00098,-17.21476,73.69208,828891.52692,-1573115.54231,5249.96154,296.77692,95.45641,71.16154,0.94107,0.74873,1.0,0.99556,0.14456857033420065,,,,,,328.12,74.19,23.86,17.79
14,2020-04-05 12:00:00,2020_00099,-7.52944,76.17199,915554.58718,-1194442.71538,5188.83333,300.88974,93.69487,72.25769,0.93234,0.7204,0.93,0.99241,-0.005264720358165664,,,,,,324.3,75.22,23.42,18.06
15,2020-04-06 12:00:00,2020_00099,-7.86504,76.0851,914305.77794,-1207399.0548,5450.55872,307.52456,93.80854,75.14306,0.93497,0.72376,0.98915,0.99001,,,,,,,340.66,76.88,23.45,18.79
16,2020-04-05 12:00:00,2020_00109,-10.6732,75.33367,900647.50641,-1318976.23205,2237.0641,200.95385,73.20513,39.9641,0.94089,0.69678,1.0,0.98918,0.03574811907689836,0.0014058425805652153,,,,,139.82,50.24,18.3,9.99
17,2020-04-06 12:00:00,2020_00109,-10.96429,75.18162,903301.93203,-1337405.3363,2309.23488,208.0306,74.76726,40.78007,0.92327,0.67061,1.0,0.95553,0.03669182912608403,,,,,,144.33,52.01,18.69,10.2
18,2020-04-05 12:00:00,2020_00117,-6.35055,77.14548,873205.85641,-1091912.80897,1690.32051,172.40769,57.98718,38.37051,0.92413,0.71496,0.96,0.99359,-0.09633513375378364,-0.0017332342284408194,0.03190259198956971,-0.07984132166181462,158.21958812323925,0.08597913712266661,105.65,43.1,14.5,9.59
19,2020-04-06 12:00:00,2020_00117,-6.23817,77.08256,879666.89431,-1095578.73986,1714.21708,175.40178,58.47865,38.59573,0.92561,0.6995,0.96986,0.98909,-0.15522662118328046,-0.0032085410529131613,-0.10157394114653774,-0.2214240955028413,204.64235786999978,0.243610130309254,107.14,43.85,14.62,9.65
