,datetime,floe_id,longitude,latitude,x_stere,y_stere,area,perimeter,axis_major_length,axis_minor_length,solidity,circularity,nsidc_sic,lr_probability,zeta,zeta_est,u,v,bearing,speed,area_km2,perimeter_km,axis_major_length_km,axis_minor_length_km
0,2005-04-01 12:00:00,2005_00009,-13.30932,74.47471,888647.60434,-1439542.9637,2287.2726,204.50581,62.39939,51.9104,0.87868,0.68684,0.92,0.97446,,-0.0022694696357105195,-0.11819536312835063,-0.19085883496310535,211.76917069725715,0.2244932933263632,142.95,51.13,15.6,12.98
1,2005-04-02 12:00:00,2005_00009,-13.6548,74.32514,888619.97163,-1458939.16456,2086.87088,204.40251,61.52134,49.9477,0.84644,0.62744,0.92,0.95741,0.04021198497773717,0.00018627882122696643,-0.06368068737922176,-0.14641346570821095,203.50602259049683,0.1596625594363927,130.43,51.1,15.38,12.49
2,2005-04-03 12:00:00,2005_00009,-13.83815,74.21038,890501.45,-1472605.1,2122.75,203.475,61.7,50.15,0.86018,0.64425,0.93,0.96625,0.017405232732546214,,,,,,132.67,50.87,15.42,12.54
3,2005-04-01 12:00:00,2005_00014,-4.29271,79.5493,740321.53587,-860480.97242,1819.06271,194.1178,65.79568,39.6205,0.8533,0.60723,0.95027,0.84553,-0.27632184671296556,-0.004537320653313458,-0.029758879279649736,-0.13564470050247449,192.37399208478325,0.13887071566887949,113.69,48.53,16.45,9.91
4,2005-04-02 12:00:00,2005_00014,-4.42108,79.44191,746015.99305,-871042.00816,2010.35064,197.32212,65.01888,43.31032,0.88533,0.64899,0.99882,0.94069,-0.3052724420020529,,0.02389112363474412,-0.08559411933346611,164.40446115138474,0.08886584863153149,125.65,49.33,16.25,10.83
5,2005-04-03 12:00:00,2005_00014,-4.31865,79.3742,752394.39042,-875316.10153,2043.15326,196.1295,65.28314,43.5092,0.89202,0.66751,1.0,0.9607,,,,,,,127.7,49.03,16.32,10.88
6,2005-04-01 12:00:00,2005_00024,-2.50004,79.78078,749816.22127,-818252.63816,1733.46485,181.39114,72.33425,31.34128,0.94104,0.6629,0.95826,0.92703,,0.004335994463814207,0.016119384147164975,-0.20060461317050732,175.40592528497086,0.20125119967486593,108.34,45.35,18.08,7.84
7,2005-04-02 12:00:00,2005_00024,-2.42824,79.62196,762552.73203,-830090.18192,1725.20086,177.1042,70.83641,31.49623,0.94764,0.69131,0.98925,0.97093,0.2659431759646728,0.004922977309876019,0.061683976046051324,0.05696479232143741,47.27770472048667,0.08396368539478438,107.83,44.28,17.71,7.87
8,2005-04-03 12:00:00,2005_00024,-2.15613,79.66697,763147.9,-822860.175,1493.75,163.5,61.7,31.45,0.92537,0.70175,0.985,0.879,0.1463763644729158,0.0029025843467323288,-0.07006668451996227,-0.2850995258893062,193.8074909455542,0.293583173805869,93.36,40.88,15.42,7.86
9,2005-04-04 12:00:00,2005_00024,-2.45847,79.44124,775459.4623,-845037.60492,1493.09836,165.17213,63.24918,30.78361,0.92805,0.68816,0.93115,0.96157,,,,,,,93.32,41.29,15.81,7.7
