,matlab_index,year_doy,satellite,filename,manual time,SOIT time
0,1,2008091,aqua,1_NE_Greenland.2008091.aqua.250m.tif,2008-03-31 12:00:00,2008-03-31 12:01:07
1,2,2008091,terra,2_NE_Greenland.2008091.terra.250m.tif,2008-03-31 13:20:00,2008-03-31 13:18:37
2,3,2008092,aqua,3_NE_Greenland.2008092.aqua.250m.tif,2008-04-01 12:45:00,2008-04-01 12:44:00
3,4,2008092,terra,4_NE_Greenland.2008092.terra.250m.tif,2008-04-01 14:00:00,2008-04-01 14:01:26
4,5,2008093,aqua,5_NE_Greenland.2008093.aqua.250m.tif,2008-04-02 11:50:00,2008-04-02 11:48:53
5,6,2008093,terra,6_NE_Greenland.2008093.terra.250m.tif,2008-04-02 13:05:00,2008-04-02 13:06:23
6,7,2008094,aqua,7_NE_Greenland.2008094.aqua.250m.tif,2008-04-03 12:30:00,2008-04-03 12:31:44
7,8,2008094,terra,8_NE_Greenland.2008094.terra.250m.tif,2008-04-03 13:50:00,2008-04-03 13:49:15
8,9,2008095,aqua,9_NE_Greenland.2008095.aqua.250m.tif,2008-04-04 13:15:00,2008-04-04 11:36:39
9,10,2008095,terra,10_NE_Greenland.2008095.terra.250m.tif,2008-04-04 14:30:00,2008-04-04 12:54:10
10,11,2008096,aqua,11_NE_Greenland.2008096.aqua.250m.tif,2008-04-05 12:20:00,2008-04-05 12:19:28
11,12,2008096,terra,12_NE_Greenland.2008096.terra.250m.tif,2008-04-05 13:35:00,2008-04-05 13:37:03
12,13,2008097,aqua,13_NE_Greenland.2008097.aqua.250m.tif,2008-04-06 13:00:00,2008-04-06 11:24:26
13,14,2008097,terra,14_NE_Greenland.2008097.terra.250m.tif,2008-04-06 14:20:00,2008-04-06 14:19:50
14,15,2008098,aqua,15_NE_Greenland.2008098.aqua.250m.tif,2008-04-07 12:05:00,2008-04-07 12:07:13
15,16,2008098,terra,16_NE_Greenland.2008098.terra.250m.tif,2008-04-07 13:25:00,2008-04-07 13:24:50
16,17,2008099,aqua,17_NE_Greenland.2008099.aqua.250m.tif,2008-04-08 12:50:00,2008-04-08 11:12:13
17,18,2008099,terra,18_NE_Greenland.2008099.terra.250m.tif,2008-04-08 14:05:00,2008-04-08 14:07:39
18,19,2008100,aqua,19_NE_Greenland.2008100.aqua.250m.tif,2008-04-09 11:55:00,2008-04-09 11:54:59
19,20,2008100,terra,20_NE_Greenland.2008100.terra.250m.tif,2008-04-09 13:10:00,2008-04-09 13:12:37
20,21,2008101,aqua,21_NE_Greenland.2008101.aqua.250m.tif,2008-04-10 12:40:00,2008-04-10 12:37:50
21,22,2008101,terra,22_NE_Greenland.2008101.terra.250m.tif,2008-04-10 13:55:00,2008-04-10 13:55:28
22,23,2008102,aqua,23_NE_Greenland.2008102.aqua.250m.tif,2008-04-11 11:40:00,2008-04-11 11:42:44
23,24,2008102,terra,24_NE_Greenland.2008102.terra.250m.tif,2008-04-11 13:00:00,2008-04-11 13:00:24
24,25,2008103,aqua,25_NE_Greenland.2008103.aqua.250m.tif,2008-04-12 12:25:00,2008-04-12 12:25:35
25,26,2008103,terra,26_NE_Greenland.2008103.terra.250m.tif,2008-04-12 13:45:00,2008-04-12 13:43:16
26,27,2008104,aqua,27_NE_Greenland.2008104.aqua.250m.tif,2008-04-13 11:30:00,2008-04-13 11:30:31
27,28,2008104,terra,28_NE_Greenland.2008104.terra.250m.tif,2008-04-13 14:25:00,2008-04-13 12:48:09
28,29,2008105,aqua,29_NE_Greenland.2008105.aqua.250m.tif,2008-04-14 12:15:00,2008-04-14 12:13:19
29,30,2008105,terra,30_NE_Greenland.2008105.terra.250m.tif,2008-04-14 13:30:00,2008-04-14 13:31:03
30,31,2008106,aqua,31_NE_Greenland.2008106.aqua.250m.tif,2008-04-15 12:55:00,2008-04-15 11:18:17
31,32,2008106,terra,32_NE_Greenland.2008106.terra.250m.tif,2008-04-15 14:15:00,2008-04-15 14:13:51
32,33,2008107,aqua,33_NE_Greenland.2008107.aqua.250m.tif,2008-04-16 12:00:00,2008-04-16 12:01:04
33,34,2008107,terra,34_NE_Greenland.2008107.terra.250m.tif,2008-04-16 13:20:00,2008-04-16 13:18:50
34,35,2008108,aqua,35_NE_Greenland.2008108.aqua.250m.tif,2008-04-17 12:45:00,2008-04-17 12:43:57
35,36,2008108,terra,36_NE_Greenland.2008108.terra.250m.tif,2008-04-17 14:00:00,2008-04-17 14:01:40
36,37,2008109,aqua,37_NE_Greenland.2008109.aqua.250m.tif,2008-04-18 11:50:00,2008-04-18 11:48:49
37,38,2008109,terra,38_NE_Greenland.2008109.terra.250m.tif,2008-04-18 13:05:00,2008-04-18 13:06:37
38,39,2008110,aqua,39_NE_Greenland.2008110.aqua.250m.tif,2008-04-19 12:30:00,2008-04-19 12:31:41
39,40,2008110,terra,40_NE_Greenland.2008110.terra.250m.tif,2008-04-19 13:50:00,2008-04-19 13:49:28
40,41,2008111,aqua,41_NE_Greenland.2008111.aqua.250m.tif,2008-04-20 13:15:00,2008-04-20 11:36:35
41,42,2008111,terra,42_NE_Greenland.2008111.terra.250m.tif,2008-04-20 14:30:00,2008-04-20 12:54:23
42,43,2008112,aqua,43_NE_Greenland.2008112.aqua.250m.tif,2008-04-21 12:20:00,2008-04-21 12:19:25
43,44,2008112,terra,44_NE_Greenland.2008112.terra.250m.tif,2008-04-21 13:35:00,2008-04-21 13:37:16
