,matlab_index,year_doy,satellite,filename,manual time,SOIT time
44,45,2014112,aqua,45_NE_Greenland.2014112.aqua.250m.tif,2014-04-22 12:20:00,2014-04-22 12:20:22
45,46,2014112,terra,46_NE_Greenland.2014112.terra.250m.tif,2014-04-22 13:35:00,2014-04-22 13:37:19
46,47,2014113,aqua,47_NE_Greenland.2014113.aqua.250m.tif,2014-04-23 13:00:00,2014-04-23 11:25:18
47,48,2014113,terra,48_NE_Greenland.2014113.terra.250m.tif,2014-04-23 14:20:00,2014-04-23 14:20:04
48,49,2014114,aqua,49_NE_Greenland.2014114.aqua.250m.tif,2014-04-24 12:05:00,2014-04-24 12:08:04
49,50,2014114,terra,50_NE_Greenland.2014114.terra.250m.tif,2014-04-24 13:25:00,2014-04-24 13:25:02
50,51,2014115,aqua,51_NE_Greenland.2014115.aqua.250m.tif,2014-04-25 12:50:00,2014-04-25 11:13:01
51,52,2014115,terra,52_NE_Greenland.2014115.terra.250m.tif,2014-04-25 14:05:00,2014-04-25 14:07:48
52,53,2014116,aqua,53_NE_Greenland.2014116.aqua.250m.tif,2014-04-26 11:55:00,2014-04-26 11:55:52
53,54,2014116,terra,54_NE_Greenland.2014116.terra.250m.tif,2014-04-26 13:15:00,2014-04-26 13:12:44
54,55,2014117,aqua,55_NE_Greenland.2014117.aqua.250m.tif,2014-04-27 12:40:00,2014-04-27 12:38:45
55,56,2014117,terra,56_NE_Greenland.2014117.terra.250m.tif,2014-04-27 13:55:00,2014-04-27 13:55:34
56,57,2014118,aqua,57_NE_Greenland.2014118.aqua.250m.tif,2014-04-28 11:45:00,2014-04-28 11:43:40
57,58,2014118,terra,58_NE_Greenland.2014118.terra.250m.tif,2014-04-28 13:00:00,2014-04-28 13:00:36
58,59,2014119,aqua,59_NE_Greenland.2014119.aqua.250m.tif,2014-04-29 12:25:00,2014-04-29 12:26:32
59,60,2014119,terra,60_NE_Greenland.2014119.terra.250m.tif,2014-04-29 13:45:00,2014-04-29 13:43:33
60,61,2014120,aqua,61_NE_Greenland.2014120.aqua.250m.tif,2014-04-30 11:30:00,2014-04-30 11:31:29
61,62,2014120,terra,62_NE_Greenland.2014120.terra.250m.tif,2014-04-30 14:25:00,2014-04-30 12:48:25
62,63,2014121,aqua,63_NE_Greenland.2014121.aqua.250m.tif,2014-05-01 12:15:00,2014-05-01 12:14:19
63,64,2014121,terra,64_NE_Greenland.2014121.terra.250m.tif,2014-05-01 13:30:00,2014-05-01 13:31:19
64,65,2014122,aqua,65_NE_Greenland.2014122.aqua.250m.tif,2014-05-02 12:55:00,2014-05-02 11:19:18
65,66,2014122,terra,66_NE_Greenland.2014122.terra.250m.tif,2014-05-02 14:15:00,2014-05-02 14:14:07
66,67,2014123,aqua,67_NE_Greenland.2014123.aqua.250m.tif,2014-05-03 12:00:00,2014-05-03 12:02:06
67,68,2014123,terra,68_NE_Greenland.2014123.terra.250m.tif,2014-05-03 13:20:00,2014-05-03 13:19:08
68,69,2014124,aqua,69_NE_Greenland.2014124.aqua.250m.tif,2014-05-04 12:45:00,2014-05-04 12:45:00
69,70,2014124,terra,70_NE_Greenland.2014124.terra.250m.tif,2014-05-04 14:00:00,2014-05-04 14:01:57
70,71,2014125,aqua,71_NE_Greenland.2014125.aqua.250m.tif,2014-05-05 11:50:00,2014-05-05 11:49:53
71,72,2014125,terra,72_NE_Greenland.2014125.terra.250m.tif,2014-05-05 13:05:00,2014-05-05 13:06:56
72,73,2014126,aqua,73_NE_Greenland.2014126.aqua.250m.tif,2014-05-06 12:30:00,2014-05-06 12:32:45
73,74,2014126,terra,74_NE_Greenland.2014126.terra.250m.tif,2014-05-06 13:50:00,2014-05-06 13:49:47
74,75,2014127,aqua,75_NE_Greenland.2014127.aqua.250m.tif,2014-05-07 13:15:00,2014-05-07 11:37:40
75,76,2014127,terra,76_NE_Greenland.2014127.terra.250m.tif,2014-05-07 14:30:00,2014-05-07 12:54:43
76,77,2014128,aqua,77_NE_Greenland.2014128.aqua.250m.tif,2014-05-08 12:20:00,2014-05-08 12:20:31
77,78,2014128,terra,78_NE_Greenland.2014128.terra.250m.tif,2014-05-08 13:35:00,2014-05-08 13:37:37
78,79,2014129,aqua,79_NE_Greenland.2014129.aqua.250m.tif,2014-05-09 13:00:00,2014-05-09 11:25:28
79,80,2014129,terra,80_NE_Greenland.2014129.terra.250m.tif,2014-05-09 14:20:00,2014-05-09 14:20:24
80,81,2014130,aqua,81_NE_Greenland.2014130.aqua.250m.tif,2014-05-10 12:05:00,2014-05-10 12:08:16
81,82,2014130,terra,82_NE_Greenland.2014130.terra.250m.tif,2014-05-10 13:25:00,2014-05-10 13:25:25
82,83,2014131,aqua,83_NE_Greenland.2014131.aqua.250m.tif,2014-05-11 12:50:00,2014-05-11 11:13:15
83,84,2014131,terra,84_NE_Greenland.2014131.terra.250m.tif,2014-05-11 14:05:00,2014-05-11 14:08:14
84,85,2014132,aqua,85_NE_Greenland.2014132.aqua.250m.tif,2014-05-12 11:55:00,2014-05-12 11:56:01
85,86,2014132,terra,86_NE_Greenland.2014132.terra.250m.tif,2014-05-12 13:15:00,2014-05-12 13:13:12
86,87,2014133,aqua,87_NE_Greenland.2014133.aqua.250m.tif,2014-05-13 12:40:00,2014-05-13 12:38:53
87,88,2014133,terra,88_NE_Greenland.2014133.terra.250m.tif,2014-05-13 13:55:00,2014-05-13 13:56:03
88,89,2014134,aqua,89_NE_Greenland.2014134.aqua.250m.tif,2014-05-14 11:45:00,2014-05-14 11:43:47
89,90,2014134,terra,90_NE_Greenland.2014134.terra.250m.tif,2014-05-14 13:00:00,2014-05-14 13:00:59
90,91,2014135,aqua,91_NE_Greenland.2014135.aqua.250m.tif,2014-05-15 12:25:00,2014-05-15 12:26:37
91,92,2014135,terra,92_NE_Greenland.2014135.terra.250m.tif,2014-05-15 13:45:00,2014-05-15 13:43:51
92,93,2014136,aqua,93_NE_Greenland.2014136.aqua.250m.tif,2014-05-16 11:30:00,2014-05-16 11:31:32
93,94,2014136,terra,94_NE_Greenland.2014136.terra.250m.tif,2014-05-16 14:25:00,2014-05-16 12:48:45
94,95,2014137,aqua,95_NE_Greenland.2014137.aqua.250m.tif,2014-05-17 12:15:00,2014-05-17 12:14:20
95,96,2014137,terra,96_NE_Greenland.2014137.terra.250m.tif,2014-05-17 13:30:00,2014-05-17 13:31:39
96,97,2014138,aqua,97_NE_Greenland.2014138.aqua.250m.tif,2014-05-18 12:55:00,2014-05-18 11:19:18
97,98,2014138,terra,98_NE_Greenland.2014138.terra.250m.tif,2014-05-18 14:15:00,2014-05-18 14:14:26
98,99,2014139,aqua,99_NE_Greenland.2014139.aqua.250m.tif,2014-05-19 12:00:00,2014-05-19 12:02:04
99,100,2014139,terra,100_NE_Greenland.2014139.terra.250m.tif,2014-05-19 13:20:00,2014-05-19 13:19:26
100,101,2014140,aqua,101_NE_Greenland.2014140.aqua.250m.tif,2014-05-20 12:45:00,2014-05-20 12:44:56
101,102,2014140,terra,102_NE_Greenland.2014140.terra.250m.tif,2014-05-20 14:00:00,2014-05-20 14:02:15
102,103,2014141,aqua,103_NE_Greenland.2014141.aqua.250m.tif,2014-05-21 11:50:00,2014-05-21 11:49:48
103,104,2014141,terra,104_NE_Greenland.2014141.terra.250m.tif,2014-05-21 13:05:00,2014-05-21 13:07:12
104,105,2014142,aqua,105_NE_Greenland.2014142.aqua.250m.tif,2014-05-22 12:30:00,2014-05-22 12:32:38
105,106,2014142,terra,106_NE_Greenland.2014142.terra.250m.tif,2014-05-22 13:50:00,2014-05-22 13:50:03
106,107,2014143,aqua,107_NE_Greenland.2014143.aqua.250m.tif,2014-05-23 13:15:00,2014-05-23 11:37:32
107,108,2014143,terra,108_NE_Greenland.2014143.terra.250m.tif,2014-05-23 14:30:00,2014-05-23 12:54:58
108,109,2014144,aqua,109_NE_Greenland.2014144.aqua.250m.tif,2014-05-24 12:20:00,2014-05-24 12:20:20
109,110,2014144,terra,110_NE_Greenland.2014144.terra.250m.tif,2014-05-24 13:35:00,2014-05-24 13:37:50
110,111,2014145,aqua,111_NE_Greenland.2014145.aqua.250m.tif,2014-05-25 13:00:00,2014-05-25 11:25:16
111,112,2014145,terra,112_NE_Greenland.2014145.terra.250m.tif,2014-05-25 14:20:00,2014-05-25 14:20:36
112,113,2014146,aqua,113_NE_Greenland.2014146.aqua.250m.tif,2014-05-26 12:05:00,2014-05-26 12:08:02
113,114,2014146,terra,114_NE_Greenland.2014146.terra.250m.tif,2014-05-26 13:25:00,2014-05-26 13:25:37
114,115,2014147,aqua,115_NE_Greenland.2014147.aqua.250m.tif,2014-05-27 12:50:00,2014-05-27 11:13:00
115,116,2014147,terra,116_NE_Greenland.2014147.terra.250m.tif,2014-05-27 14:05:00,2014-05-27 14:08:24
116,117,2014148,aqua,117_NE_Greenland.2014148.aqua.250m.tif,2014-05-28 11:55:00,2014-05-28 11:55:45
117,118,2014148,terra,118_NE_Greenland.2014148.terra.250m.tif,2014-05-28 13:15:00,2014-05-28 13:13:23
118,119,2014149,aqua,119_NE_Greenland.2014149.aqua.250m.tif,2014-05-29 12:40:00,2014-05-29 12:38:35
119,120,2014149,terra,120_NE_Greenland.2014149.terra.250m.tif,2014-05-29 13:55:00,2014-05-29 13:56:12
120,121,2014150,aqua,121_NE_Greenland.2014150.aqua.250m.tif,2014-05-30 11:45:00,2014-05-30 11:43:29
121,122,2014150,terra,122_NE_Greenland.2014150.terra.250m.tif,2014-05-30 13:00:00,2014-05-30 13:01:08
122,123,2014151,aqua,123_NE_Greenland.2014151.aqua.250m.tif,2014-05-31 12:25:00,2014-05-31 12:26:20
123,124,2014151,terra,124_NE_Greenland.2014151.terra.250m.tif,2014-05-31 13:45:00,2014-05-31 13:43:59
124,125,2014152,aqua,125_NE_Greenland.2014152.aqua.250m.tif,2014-06-01 11:30:00,2014-06-01 11:31:17
125,126,2014152,terra,126_NE_Greenland.2014152.terra.250m.tif,2014-06-01 14:25:00,2014-06-01 12:48:52
126,127,2014153,aqua,127_NE_Greenland.2014153.aqua.250m.tif,2014-06-02 12:15:00,2014-06-02 12:14:06
127,128,2014153,terra,128_NE_Greenland.2014153.terra.250m.tif,2014-06-02 13:30:00,2014-06-02 13:31:45
128,129,2014154,aqua,129_NE_Greenland.2014154.aqua.250m.tif,2014-06-03 12:55:00,2014-06-03 11:19:05
129,130,2014154,terra,130_NE_Greenland.2014154.terra.250m.tif,2014-06-03 14:15:00,2014-06-03 14:14:32
130,131,2014155,aqua,131_NE_Greenland.2014155.aqua.250m.tif,2014-06-04 12:00:00,2014-06-04 12:01:52
131,132,2014155,terra,132_NE_Greenland.2014155.terra.250m.tif,2014-06-04 13:20:00,2014-06-04 13:19:31
132,133,2014156,aqua,133_NE_Greenland.2014156.aqua.250m.tif,2014-06-05 12:45:00,2014-06-05 12:44:45
133,134,2014156,terra,134_NE_Greenland.2014156.terra.250m.tif,2014-06-05 14:00:00,2014-06-05 14:02:19
134,135,2014157,aqua,135_NE_Greenland.2014157.aqua.250m.tif,2014-06-06 11:50:00,2014-06-06 11:49:41
135,136,2014157,terra,136_NE_Greenland.2014157.terra.250m.tif,2014-06-06 13:05:00,2014-06-06 13:07:16
136,137,2014158,aqua,137_NE_Greenland.2014158.aqua.250m.tif,2014-06-07 12:30:00,2014-06-07 12:32:29
137,138,2014158,terra,138_NE_Greenland.2014158.terra.250m.tif,2014-06-07 13:50:00,2014-06-07 13:50:06
138,139,2014159,aqua,139_NE_Greenland.2014159.aqua.250m.tif,2014-06-08 13:15:00,2014-06-08 11:37:25
139,140,2014159,terra,140_NE_Greenland.2014159.terra.250m.tif,2014-06-08 14:30:00,2014-06-08 12:55:00
140,141,2014160,aqua,141_NE_Greenland.2014160.aqua.250m.tif,2014-06-09 12:20:00,2014-06-09 12:20:14
141,142,2014160,terra,142_NE_Greenland.2014160.terra.250m.tif,2014-06-09 13:35:00,2014-06-09 13:37:52
142,143,2014161,aqua,143_NE_Greenland.2014161.aqua.250m.tif,2014-06-10 13:00:00,2014-06-10 11:25:11
143,144,2014161,terra,144_NE_Greenland.2014161.terra.250m.tif,2014-06-10 14:20:00,2014-06-10 14:20:38
144,145,2014162,aqua,145_NE_Greenland.2014162.aqua.250m.tif,2014-06-11 12:05:00,2014-06-11 12:07:59
145,146,2014162,terra,146_NE_Greenland.2014162.terra.250m.tif,2014-06-11 13:25:00,2014-06-11 13:25:38
146,147,2014163,aqua,147_NE_Greenland.2014163.aqua.250m.tif,2014-06-12 12:50:00,2014-06-12 11:12:58
147,148,2014163,terra,148_NE_Greenland.2014163.terra.250m.tif,2014-06-12 14:05:00,2014-06-12 14:08:25
148,149,2014164,aqua,149_NE_Greenland.2014164.aqua.250m.tif,2014-06-13 11:55:00,2014-06-13 11:55:44
149,150,2014164,terra,150_NE_Greenland.2014164.terra.250m.tif,2014-06-13 13:15:00,2014-06-13 13:13:23
150,151,2014165,aqua,151_NE_Greenland.2014165.aqua.250m.tif,2014-06-14 12:40:00,2014-06-14 12:38:36
151,152,2014165,terra,152_NE_Greenland.2014165.terra.250m.tif,2014-06-14 13:55:00,2014-06-14 13:56:12
152,153,2014166,aqua,153_NE_Greenland.2014166.aqua.250m.tif,2014-06-15 11:45:00,2014-06-15 11:43:29
153,154,2014166,terra,154_NE_Greenland.2014166.terra.250m.tif,2014-06-15 13:00:00,2014-06-15 13:01:07
154,155,2014167,aqua,155_NE_Greenland.2014167.aqua.250m.tif,2014-06-16 12:25:00,2014-06-16 12:26:19
155,156,2014167,terra,156_NE_Greenland.2014167.terra.250m.tif,2014-06-16 13:45:00,2014-06-16 13:43:57
156,157,2014168,aqua,157_NE_Greenland.2014168.aqua.250m.tif,2014-06-17 11:30:00,2014-06-17 11:31:15
157,158,2014168,terra,158_NE_Greenland.2014168.terra.250m.tif,2014-06-17 14:25:00,2014-06-17 12:48:50
158,159,2014169,aqua,159_NE_Greenland.2014169.aqua.250m.tif,2014-06-18 12:15:00,2014-06-18 12:14:02
159,160,2014169,terra,160_NE_Greenland.2014169.terra.250m.tif,2014-06-18 13:30:00,2014-06-18 13:31:42
160,161,2014170,aqua,161_NE_Greenland.2014170.aqua.250m.tif,2014-06-19 12:55:00,2014-06-19 11:19:00
161,162,2014170,terra,162_NE_Greenland.2014170.terra.250m.tif,2014-06-19 14:15:00,2014-06-19 14:14:28
162,163,2014171,aqua,163_NE_Greenland.2014171.aqua.250m.tif,2014-06-20 12:00:00,2014-06-20 12:01:46
163,164,2014171,terra,164_NE_Greenland.2014171.terra.250m.tif,2014-06-20 13:20:00,2014-06-20 13:19:27
164,165,2014172,aqua,165_NE_Greenland.2014172.aqua.250m.tif,2014-06-21 12:45:00,2014-06-21 12:44:39
165,166,2014172,terra,166_NE_Greenland.2014172.terra.250m.tif,2014-06-21 14:00:00,2014-06-21 14:02:14
166,167,2014173,aqua,167_NE_Greenland.2014173.aqua.250m.tif,2014-06-22 11:50:00,2014-06-22 11:49:30
167,168,2014173,terra,168_NE_Greenland.2014173.terra.250m.tif,2014-06-22 13:05:00,2014-06-22 13:07:10
168,169,2014174,aqua,169_NE_Greenland.2014174.aqua.250m.tif,2014-06-23 12:30:00,2014-06-23 12:32:21
169,170,2014174,terra,170_NE_Greenland.2014174.terra.250m.tif,2014-06-23 13:50:00,2014-06-23 13:50:00
170,171,2014175,aqua,171_NE_Greenland.2014175.aqua.250m.tif,2014-06-24 13:15:00,2014-06-24 11:37:15
171,172,2014175,terra,172_NE_Greenland.2014175.terra.250m.tif,2014-06-24 14:30:00,2014-06-24 12:54:53
172,173,2014176,aqua,173_NE_Greenland.2014176.aqua.250m.tif,2014-06-25 12:20:00,2014-06-25 12:20:03
173,174,2014176,terra,174_NE_Greenland.2014176.terra.250m.tif,2014-06-25 13:35:00,2014-06-25 13:37:45
174,175,2014177,aqua,175_NE_Greenland.2014177.aqua.250m.tif,2014-06-26 13:00:00,2014-06-26 11:25:00
175,176,2014177,terra,176_NE_Greenland.2014177.terra.250m.tif,2014-06-26 14:20:00,2014-06-26 14:20:30
176,177,2014178,aqua,177_NE_Greenland.2014178.aqua.250m.tif,2014-06-27 12:05:00,2014-06-27 12:07:46
177,178,2014178,terra,178_NE_Greenland.2014178.terra.250m.tif,2014-06-27 13:25:00,2014-06-27 13:25:29
178,179,2014179,aqua,179_NE_Greenland.2014179.aqua.250m.tif,2014-06-28 12:50:00,2014-06-28 11:12:48
179,180,2014179,terra,180_NE_Greenland.2014179.terra.250m.tif,2014-06-28 14:05:00,2014-06-28 14:08:16
180,181,2014180,aqua,181_NE_Greenland.2014180.aqua.250m.tif,2014-06-29 11:55:00,2014-06-29 11:55:35
181,182,2014180,terra,182_NE_Greenland.2014180.terra.250m.tif,2014-06-29 13:15:00,2014-06-29 13:13:13
182,183,2014181,aqua,183_NE_Greenland.2014181.aqua.250m.tif,2014-06-30 12:40:00,2014-06-30 12:38:28
183,184,2014181,terra,184_NE_Greenland.2014181.terra.250m.tif,2014-06-30 13:55:00,2014-06-30 13:56:01
184,185,2014182,aqua,185_NE_Greenland.2014182.aqua.250m.tif,2014-07-01 11:45:00,2014-07-01 11:43:22
185,186,2014182,terra,186_NE_Greenland.2014182.terra.250m.tif,2014-07-01 13:00:00,2014-07-01 13:00:56
186,187,2014183,aqua,187_NE_Greenland.2014183.aqua.250m.tif,2014-07-02 12:25:00,2014-07-02 12:26:13
187,188,2014183,terra,188_NE_Greenland.2014183.terra.250m.tif,2014-07-02 13:45:00,2014-07-02 13:43:46
188,189,2014184,aqua,189_NE_Greenland.2014184.aqua.250m.tif,2014-07-03 11:30:00,2014-07-03 11:31:09
189,190,2014184,terra,190_NE_Greenland.2014184.terra.250m.tif,2014-07-03 14:25:00,2014-07-03 12:48:38
190,191,2014185,aqua,191_NE_Greenland.2014185.aqua.250m.tif,2014-07-04 12:15:00,2014-07-04 12:13:58
191,192,2014185,terra,192_NE_Greenland.2014185.terra.250m.tif,2014-07-04 13:30:00,2014-07-04 13:31:30
192,193,2014186,aqua,193_NE_Greenland.2014186.aqua.250m.tif,2014-07-05 12:55:00,2014-07-05 11:18:57
193,194,2014186,terra,194_NE_Greenland.2014186.terra.250m.tif,2014-07-05 14:15:00,2014-07-05 14:14:16
194,195,2014187,aqua,195_NE_Greenland.2014187.aqua.250m.tif,2014-07-06 12:00:00,2014-07-06 12:01:44
195,196,2014187,terra,196_NE_Greenland.2014187.terra.250m.tif,2014-07-06 13:20:00,2014-07-06 13:19:13
196,197,2014188,aqua,197_NE_Greenland.2014188.aqua.250m.tif,2014-07-07 12:45:00,2014-07-07 12:44:37
197,198,2014188,terra,198_NE_Greenland.2014188.terra.250m.tif,2014-07-07 14:00:00,2014-07-07 14:02:01
198,199,2014189,aqua,199_NE_Greenland.2014189.aqua.250m.tif,2014-07-08 11:50:00,2014-07-08 11:49:30
199,200,2014189,terra,200_NE_Greenland.2014189.terra.250m.tif,2014-07-08 13:05:00,2014-07-08 13:06:56
200,201,2014190,aqua,201_NE_Greenland.2014190.aqua.250m.tif,2014-07-09 12:30:00,2014-07-09 12:32:21
201,202,2014190,terra,202_NE_Greenland.2014190.terra.250m.tif,2014-07-09 13:50:00,2014-07-09 13:49:45
202,203,2014191,aqua,203_NE_Greenland.2014191.aqua.250m.tif,2014-07-10 13:15:00,2014-07-10 11:37:16
203,204,2014191,terra,204_NE_Greenland.2014191.terra.250m.tif,2014-07-10 14:30:00,2014-07-10 12:54:38
204,205,2014192,aqua,205_NE_Greenland.2014192.aqua.250m.tif,2014-07-11 12:20:00,2014-07-11 12:20:05
205,206,2014192,terra,206_NE_Greenland.2014192.terra.250m.tif,2014-07-11 13:35:00,2014-07-11 13:37:28
206,207,2014193,aqua,207_NE_Greenland.2014193.aqua.250m.tif,2014-07-12 13:00:00,2014-07-12 11:25:01
207,208,2014193,terra,208_NE_Greenland.2014193.terra.250m.tif,2014-07-12 14:20:00,2014-07-12 14:20:13
208,209,2014194,aqua,209_NE_Greenland.2014194.aqua.250m.tif,2014-07-13 12:05:00,2014-07-13 12:07:49
209,210,2014194,terra,210_NE_Greenland.2014194.terra.250m.tif,2014-07-13 13:25:00,2014-07-13 13:25:11
210,211,2014195,aqua,211_NE_Greenland.2014195.aqua.250m.tif,2014-07-14 12:50:00,2014-07-14 11:12:47
211,212,2014195,terra,212_NE_Greenland.2014195.terra.250m.tif,2014-07-14 14:05:00,2014-07-14 14:07:57
212,213,2014196,aqua,213_NE_Greenland.2014196.aqua.250m.tif,2014-07-15 11:55:00,2014-07-15 11:55:33
213,214,2014196,terra,214_NE_Greenland.2014196.terra.250m.tif,2014-07-15 13:15:00,2014-07-15 13:12:53
214,215,2014197,aqua,215_NE_Greenland.2014197.aqua.250m.tif,2014-07-16 12:40:00,2014-07-16 12:38:24
215,216,2014197,terra,216_NE_Greenland.2014197.terra.250m.tif,2014-07-16 13:55:00,2014-07-16 13:55:41
216,217,2014198,aqua,217_NE_Greenland.2014198.aqua.250m.tif,2014-07-17 11:45:00,2014-07-17 11:43:17
217,218,2014198,terra,218_NE_Greenland.2014198.terra.250m.tif,2014-07-17 13:00:00,2014-07-17 13:00:35
218,219,2014199,aqua,219_NE_Greenland.2014199.aqua.250m.tif,2014-07-18 12:25:00,2014-07-18 12:26:07
219,220,2014199,terra,220_NE_Greenland.2014199.terra.250m.tif,2014-07-18 13:45:00,2014-07-18 13:43:24
220,221,2014200,aqua,221_NE_Greenland.2014200.aqua.250m.tif,2014-07-19 11:30:00,2014-07-19 11:31:02
221,222,2014200,terra,222_NE_Greenland.2014200.terra.250m.tif,2014-07-19 14:25:00,2014-07-19 12:48:15
222,223,2014201,aqua,223_NE_Greenland.2014201.aqua.250m.tif,2014-07-20 12:15:00,2014-07-20 12:13:50
223,224,2014201,terra,224_NE_Greenland.2014201.terra.250m.tif,2014-07-20 13:30:00,2014-07-20 13:31:06
224,225,2014202,aqua,225_NE_Greenland.2014202.aqua.250m.tif,2014-07-21 12:55:00,2014-07-21 11:18:47
225,226,2014202,terra,226_NE_Greenland.2014202.terra.250m.tif,2014-07-21 14:15:00,2014-07-21 14:13:51
226,227,2014203,aqua,227_NE_Greenland.2014203.aqua.250m.tif,2014-07-22 12:00:00,2014-07-22 12:01:33
227,228,2014203,terra,228_NE_Greenland.2014203.terra.250m.tif,2014-07-22 13:20:00,2014-07-22 13:18:49
