,floe_id,matlab_index,x_pixel,y_pixel,theta_aqua,theta_terra,datetime,satellite,merged_floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,orientation
65,2013_00031,2,733.7867647058823,502.75,,,2013-03-31 13:06:59,terra,,435303.8222615527,-764591.4681516434,-15.3459,81.89112,408.0,110.62899999999999,54.72325679462152,9.999529904743596,78.66242967645852
66,2013_00032,2,2367.193853427896,4407.926713947991,,,2013-03-31 13:06:59,terra,2013_00032_fixed,853456.0369743882,-1764316.706922329,-19.18547,72.04996,423.0,87.57400000000001,37.9161888244672,15.531916716775578,62.72235012753547
67,2013_00033,2,2611.2694444444446,3933.4944444444445,,,2013-03-31 13:06:59,terra,2013_00033_fixed,915939.3882746246,-1642862.0459294212,-15.85917,72.76245,360.0,78.02199999999999,32.88290597595291,15.787377385116901,-40.92671499722616
68,2013_00034,2,2660.0396825396824,4000.7830687830688,,,2013-03-31 13:06:59,terra,2013_00034_fixed,928424.5692270055,-1660087.933760109,-15.78336,72.57168,378.0,73.944,27.710926912520982,18.147060531363895,33.842591005823934
69,2013_00035,2,2473.147909967846,4262.012861736334,,,2013-03-31 13:06:59,terra,2013_00035_fixed,880580.2754486153,-1726962.760756145,-17.98291,72.24283,311.0,62.474,22.8137176684005,17.796890099859926,4.2195692679871835
70,2013_00036,2,2633.5234159779616,4129.140495867769,,48.87368649418414,2013-03-31 13:06:59,terra,2013_00036_fixed,921636.4049872049,-1692947.4350937922,-16.43624,72.34162,363.0,70.28,28.08882368779163,17.126791710692295,-17.97753703041274
71,2013_00002,3,2170.2487662628982,4045.607895917452,-2.56517081420653,,2013-04-01 12:32:48,aqua,2013_00002_fixed,803038.0946601487,-1671563.089506511,-19.33984,73.00177,4458.0,294.6859999999999,124.85697402427843,47.98152959743613,-25.03440787465775
72,2013_00005,3,2489.2491716368454,4012.41915175613,,,2013-04-01 12:32:48,aqua,2013_00005_fixed,884702.1984358792,-1663066.7710012128,-16.98835,72.73714,3018.0,204.308,68.64503317956917,58.01208160143243,19.803286922325388
73,2013_00009,3,2562.364983164983,3906.8121212121214,-9.548516964426485,,2013-04-01 12:32:48,aqua,2013_00009_fixed,903419.8461870825,-1636031.3711819465,-16.09243,72.87127,1485.0,146.144,52.94209816893042,36.64933037058373,30.082766229056883
74,2013_00021,3,2679.542857142857,4387.68,,,2013-04-01 12:32:48,aqua,2013_00021_fixed,933417.3819254182,-1759133.5481516435,-17.04904,71.76574,525.0,83.79399999999998,31.725172924632595,21.368554910348525,-0.7755697210213636
75,2013_00036,3,2543.6597402597404,4129.174025974026,,,2013-04-01 12:32:48,aqua,2013_00036_fixed,898631.3040033403,-1692956.0188009941,-17.04037,72.43985,385.0,73.506,29.104043574776902,17.365024239437783,42.046010907905966
76,2013_00037,3,2562.936929553329,2507.3641917818427,,,2013-04-01 12:32:48,aqua,2013_00037_fixed,903566.264462499,-1277772.701247795,-9.73428,75.62613,26843.0,1574.63,456.92699471061877,110.73426179590447,82.03395252908892
77,2013_00038,3,2558.1009087637212,3645.8670145762103,,,2013-04-01 12:32:48,aqua,2013_00038_fixed,902328.2431403594,-1569229.4238831531,-15.10051,73.40227,22228.0,1378.404,336.5832205644935,119.29160758305564,-57.98222806882061
78,2013_00039,3,2308.7704113430977,1694.8205048301652,-0.009106053261954454,,2013-04-01 12:32:48,aqua,2013_00039_fixed,838499.6358006798,-1069761.5173881657,-6.90997,77.50049,12836.0,446.56399999999996,139.90804197042482,121.18760994844124,15.526204363649436
79,2013_00040,3,2432.9328655414374,4251.312345913142,-5.453270415216709,,2013-04-01 12:32:48,aqua,2013_00040_fixed,870285.2240754548,-1724223.4287054078,-18.21808,72.30689,10546.0,389.03200000000004,136.64716911494583,99.28244308245908,-26.500018886010647
80,2013_00041,3,2736.6803167857834,3331.6584894726675,,,2013-04-01 12:32:48,aqua,2013_00041_fixed,948044.5715940073,-1488792.0414566463,-12.51151,73.81084,5177.0,528.928,211.6191634163501,57.90982179031634,83.25978841873398
81,2013_00042,3,2261.7269561655057,3614.6358049979517,,,2013-04-01 12:32:48,aqua,2013_00042_fixed,826456.5112752162,-1561234.234231119,-17.105,73.79752,4882.0,293.346,109.61299029029257,58.54250385735731,36.156008977203236
