,date,n,alpha,alpha_tpl,lambda_tpl,mu,sigma,D_PL,D_TPL,D_LN,lr_PL_v_TPL,p_PL_v_TPL,lr_PL_v_LN,p_PL_v_LN,lr_LN_v_TPL,p_LN_v_TPL,doy,month
0,2005-04-01 11:52:05,310,2.205409426773774,1.9839413635018535,0.0009168168577180683,0.08218013619352563,2.0292612756255584,0.052686124612851715,0.030642733770761543,0.03073452868426052,-2.6708687005362908,0.020820712022619592,-2.150960738731838,0.20514755749288738,-0.5199079618044564,0.46222505657077206,91,4
1,2005-04-01 13:12:17,363,2.100842049144279,1.9436192332189903,0.0004909339532288467,-1.9796173977529339,2.557354523412567,0.04364269139482524,0.027646369118962177,0.03113732236042327,-2.632649662859648,0.021754681340959148,-1.635343393666509,0.24753173430964692,-0.9973062691931349,0.08148033257095524,91,4
2,2005-04-02 12:34:57,405,2.06502884416071,1.8893698405517658,0.0005297113251325548,-1.7173881729919094,2.5611723017226797,0.04508886366801923,0.030184192331987547,0.03282455075731794,-3.676357291342419,0.006696157426290705,-2.025937955416299,0.1830488980444469,-1.6504193359261152,0.013072049569116003,92,4
3,2005-04-02 13:55:07,477,1.9903469708440389,1.7429271673784874,0.0007249193036935509,0.8848220883295119,2.11737441922369,0.051824582711088696,0.02527537168010696,0.02992547938079082,-7.882065279781019,7.175000415493571e-05,-5.439503592762609,0.026391176251704944,-2.442561687018414,0.007481054661374695,92,4
4,2005-04-03 11:39:50,448,1.9254380480587368,1.7469604931401477,0.00039406633370380243,0.6531778480169605,2.2768061675624267,0.041972583762654114,0.02298931791799369,0.024347010406984837,-5.916951253457528,0.0005816196896469839,-5.053031440690335,0.044929025257454534,-0.8639198127671914,0.45395385576054526,93,4
5,2005-04-03 13:00:02,423,2.0157163163946326,1.8411289577612204,0.000473488207259693,-0.8638491843763036,2.4696015176036457,0.04424765859711721,0.02122022925945022,0.022544478441303778,-4.318515298414393,0.0032939788127243075,-2.77779709187202,0.11967421207795575,-1.5407182065423766,0.02626325813250972,93,4
6,2005-04-04 12:22:41,149,2.1409058337112405,1.875369621604253,0.0010480840503969825,1.3724950931775313,1.8042019959530378,0.06455438186458828,0.036216605522291,0.039077051373031246,-1.8398280663118873,0.05508020866744501,-1.740685447324787,0.254920658518607,-0.09914261898710164,0.8457286837297471,94,4
7,2005-04-05 11:27:37,158,2.2915895686107564,1.8916943446301975,0.0021691535013201465,2.0040003178142283,1.4953594018687695,0.07413591050734364,0.03818090976295635,0.04128356435033034,-2.4411036700917235,0.02713489737275121,-2.307725312234978,0.19706606738489163,-0.13337835785674645,0.7914872582562216,95,4
8,2005-04-05 12:47:48,165,2.364342667509929,1.717542292629393,0.004248375404742447,2.8275538037474033,1.1959393881123934,0.06500439133172464,0.043097347672064745,0.04986529654179084,-4.020475564991215,0.004573151862508729,-3.9246963565923814,0.1025655953372821,-0.09577920839883669,0.8579283001693769,95,4
9,2005-04-06 12:10:25,303,2.140368819375826,1.9876395439521874,0.0005095277948422377,0.8703448995254071,1.9268719317219332,0.05796952345228551,0.037812949518894245,0.02661220254258534,-1.899915467155691,0.05125775817985201,-2.9213939396859825,0.18814545468510802,1.0214784725302835,0.34708493551746056,96,4
