,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2004-04-01 12:00:00,2004_00009,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
1,2004-04-02 12:00:00,2004_00009,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
3,2004-04-07 12:00:00,2004_00045,752534.76005,-1989860.23165,-24.28414,70.54293,1548.954160625,282.247275,115.729955,38.528115,0.0004544756152232715,,-0.008592075056049354,0.026415601130970606,341.98209768166134,0.02777782815267099
4,2004-04-08 12:00:00,2004_00045,751033.07174,-1987988.07965,-24.30417,70.56343,1668.59065375,295.19034,121.4900375,41.837275,0.0004544756152232715,-0.0019855217350727007,-0.00012989162310362982,0.0005113051708104142,345.74614175251514,0.0005275460278022783
5,2004-04-09 12:00:00,2004_00045,751006.96093,-1987950.71978,-24.30447,70.56382,1671.117759375,295.7070725,121.6139775,41.9110625,,-0.0003354782101588989,-0.00020845800018098618,0.00011580218186187251,299.0529620011301,0.00023846358875817127
6,2004-04-10 12:00:00,2004_00045,750986.57647,-1987947.72514,-24.30495,70.56391,1670.56897875,295.4539875,121.56483,41.88295,-0.0005883545184606658,,-0.0014592982762620106,0.0010684083745521324,306.2092923354884,0.0018086038576521962
8,2004-04-09 12:00:00,2004_00047,690144.5421,-1395445.26584,-18.68441,75.7006,601.8609375,156.6247875,58.579395,19.7328725,0.002941317644386714,0.002076102048059504,0.007381562911218375,-0.005301815312690864,125.68783708703933,0.009088273577647079
9,2004-04-10 12:00:00,2004_00047,690919.28707,-1395573.1385,-18.66094,75.69644,642.02018,160.539905,58.5816625,21.1592275,0.0005828741943563175,0.00090303932885591,-0.00035429134089340125,0.0005697584275900985,328.12552337299513,0.0006709299665702716
11,2004-04-20 12:00:00,2004_00107,252485.10078,-671300.85595,-24.38806,83.38627,26.702949375,22.5452475,10.4677575,3.555995,7.030497285913053e-05,-2.5041571322707916e-05,0.0008414280793539519,-0.0003414422653013459,112.08677342754152,0.0009080660952041955
12,2004-04-21 12:00:00,2004_00107,252563.5317,-671302.87526,-24.38225,83.38599,27.24453125,23.017875,10.7160925,3.5589125,0.0006958603997447314,0.0013892241400096067,6.939959039469365e-05,3.0316217736655985e-05,66.40257746818077,7.573226660286611e-05
13,2004-04-22 12:00:00,2004_00107,252568.22143,-671298.31228,-24.38177,83.38602,27.328725625,23.0254475,10.698665,3.5675525,-0.0030460263523800863,-0.0015905552729247824,0.0007193747460379279,-0.0004548603438122805,122.30515002426284,0.0008511157134080884
14,2004-04-23 12:00:00,2004_00107,252640.23335,-671313.20809,-24.3768,83.38566,27.566358125,23.3446175,10.89191,3.5352325,-0.008085229402823874,-0.007245532468962273,-0.0019486729279138007,0.0008300098718815419,293.07089881771935,0.0021180752034347028
16,2004-04-21 12:00:00,2004_00109,689565.70927,-1214622.87408,-15.41556,77.15839,147.39921875,46.590905,14.360445,13.4625575,0.08654612532011875,-0.1675793578356382,0.02039301691385066,-0.08262844210750452,166.1362399874517,0.0851077821586359
17,2004-04-22 12:00:00,2004_00109,694622.57156,-1219961.35202,-15.34398,77.09327,143.64759875,46.8123925,14.4299225,13.06863,,-0.3473710656645443,0.024334324104904232,-0.0644703488278411,159.32099287126016,0.06890997901339134
18,2004-04-23 12:00:00,2004_00109,699205.78609,-1223761.63401,-15.2582,77.04247,137.653874375,47.34712,14.24232,12.7718,-0.06271962395993082,,0.010736541804667987,-0.043094877161955626,166.0102868620342,0.04441218039600654
20,2004-04-21 12:00:00,2004_00110,268637.12933,-665825.12663,-23.02765,83.37924,25.06640625,18.71807,7.9167025,4.1086625,0.011635811619759174,0.06337780481332661,-0.061622643272333154,0.0591332359378243,313.81900298192113,0.08540544336485598
21,2004-04-22 12:00:00,2004_00110,261788.03782,-663079.21444,-23.45583,83.42606,26.694243125,19.5219675,8.11167,4.30994,0.09169388814404927,0.13792857170592038,0.010774208691267627,-0.03335711871606359,162.09976216573182,0.03505397184286749
22,2004-04-23 12:00:00,2004_00110,263712.24682,-665418.06465,-23.38107,83.39955,26.189815,19.176025,7.95505,4.289515,-5.0796879181054e-05,-0.004803076063074908,-0.0016067308225893302,0.005194268131159422,342.8117151524065,0.005437095304906562
24,2004-04-21 12:00:00,2004_00111,642995.72354,-934007.94029,-10.45545,79.56011,215.48515625,63.063175,21.8747175,13.4749,-0.015637837082771187,,0.027240667310220887,0.04070071483604166,33.794083016886475,0.048975525966250925
26,2004-04-21 12:00:00,2004_00116,622848.63628,-911506.96431,-10.65452,79.83446,89.240625,40.192405,15.1087,8.7071875,-0.14149605898788728,,0.02209572064437858,0.02100312464198403,46.45219051185114,0.030485277028774637
28,2004-04-21 12:00:00,2004_00129,364044.37847,-721132.16939,-18.21429,82.55294,4731.156294375,569.5115575,170.7483075,60.00488,0.0015539988023588326,,0.0005795690870271982,0.028306457666228357,1.1729557927100132,0.028312390325379022
29,2004-04-22 12:00:00,2004_00129,362986.92329,-718926.35058,-18.21072,82.57543,4501.59852,520.36822,160.015445,60.41101,-3.0599950786913254e-05,-0.01968534216417755,0.00926514497498296,-0.03923492536780257,166.71327566275778,0.04031404569160096
31,2004-04-22 12:00:00,2004_00134,363872.96772,-647176.81426,-15.65322,83.15401,309.773148125,72.405235,29.78426,13.3305175,0.05043393649338379,0.08819948972331257,0.012485944840992823,-0.0013999962228668584,96.39761222909391,0.012564187518353774
32,2004-04-23 12:00:00,2004_00134,364872.59423,-646753.5454,-15.57007,83.15288,277.95138875,72.448475,29.673835,12.758485,0.0004081630646524674,-0.01065782130240373,0.010491716556659708,-0.003827622498798604,110.04314693579386,0.011168115789988779
34,2004-04-22 12:00:00,2004_00140,376290.47254,-652066.98521,-15.01196,83.05837,23.552469375,25.517975,12.8568075,2.4749175,0.011133624749865869,0.014744063924094991,0.04476552068283789,0.017651026568933092,68.48070250152335,0.04811975250292512
35,2004-04-23 12:00:00,2004_00140,378878.18614,-648812.92126,-14.71697,83.07231,24.5300925,25.367,12.74741,2.58721,0.012831613349175276,0.015196924468155472,0.009770724851829466,-0.0038635179727543197,111.57472147924125,0.01050684706541185
