,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2019-04-01 12:00:00,2019_00001,752319.94933,-1988101.73959,-24.2728,70.55838,1699.1313175,307.5315725,125.595875,43.864185,,-1.4371769048461222e-05,-0.0018329838893629056,0.00180539101353717,314.56548594818366,0.002572793549903438
1,2019-04-02 12:00:00,2019_00001,752116.62351,-1988011.89989,-24.27707,70.55978,1687.324865625,309.779055,125.60023,44.0059475,,0.0018752964170337604,0.00370936062734492,-0.003047179102714947,129.40254489871234,0.0048004850533794365
2,2019-04-03 12:00:00,2019_00001,752509.53755,-1988144.73813,-24.26843,70.55742,1704.19063625,308.4725925,125.6380475,43.5684275,,0.0015710414409363849,1.4348018366504625e-06,-0.0005112013577684799,179.8391869024622,0.0005112033713118956
3,2019-04-04 12:00:00,2019_00001,752525.28846,-1988186.00214,-24.26842,70.55703,1710.35192625,305.46872,125.64311,43.755505,0.0004090750033782182,0.001446043499572187,0.0006661204151582816,-0.00035639650308323266,118.14825782196624,0.0007554699695557714
4,2019-04-05 12:00:00,2019_00001,752590.01497,-1988194.42781,-24.26687,70.55675,1712.125,305.4167,125.8052725,43.839655,-0.00017805103907883195,-0.0012092289526110952,-0.0009415931972052828,0.000501453730640913,298.0379252802287,0.0010667959472162218
5,2019-04-06 12:00:00,2019_00001,752498.59188,-1988182.70846,-24.26907,70.55714,1709.761468125,305.033275,125.568445,43.72613,,2.513892947531412e-05,0.0001972613990708985,-0.0001079557141155362,118.69066978637699,0.00022486995302530675
6,2019-04-07 12:00:00,2019_00001,752517.83346,-1988185.3989,-24.26861,70.55706,1710.2493025,305.205505,125.6207725,43.7491775,-0.00022955342073154814,,0.0002049672917007957,-0.00011206625981399762,118.66771764695676,0.0002336031619132273
7,2019-04-08 12:00:00,2019_00001,752537.82346,-1988188.18566,-24.26813,70.55697,1710.75649375,305.3838625,125.67504,43.7731525,8.447004201825294e-05,0.00022266793392381945,-7.325936284653663e-05,3.890448131959417e-05,297.9705957079227,8.294873664756542e-05
8,2019-04-09 12:00:00,2019_00001,752530.71381,-1988187.28262,-24.2683,70.557,1710.571168125,305.4712375,125.6569325,43.7643575,-5.6849666813788875e-05,-0.00307439205585181,0.0037685941038172375,-0.0020452040137145747,118.48854290259334,0.004287792086498628
9,2019-04-10 12:00:00,2019_00001,752897.78921,-1988237.28404,-24.25953,70.55541,1658.3733975,326.599185,126.971205,44.022205,-0.0004270599206146602,0.0014846192694881089,-0.003500844930966937,0.0019835693764624672,299.53577490585053,0.004023737404691886
10,2019-04-11 12:00:00,2019_00001,752554.22635,-1988184.12656,-24.26767,70.55694,1701.44420125,309.26145,125.7579425,43.7788075,2.4828579325247672e-06,0.0001286405242864537,-0.0009065836473225005,0.0004089322656066088,294.27868535536857,0.0009945448745263946
11,2019-04-12 12:00:00,2019_00001,752468.46222,-1988178.81134,-24.26978,70.55726,1708.984578125,304.8723625,125.489895,43.688405,0.0004686755447435183,0.001684004007129124,0.0006994850979210634,-0.0003759455610188924,118.25627054851384,0.0007941123768481696
12,2019-04-13 12:00:00,2019_00001,752536.48247,-1988187.79785,-24.26816,70.55697,1710.733196875,305.32912,125.66879,43.7722525,-0.00020217363631295176,0.013674100419078614,0.007838126589838946,-0.003976578376784665,116.9004057857627,0.00878916401172783
13,2019-04-14 12:00:00,2019_00001,753291.46946,-1988269.3966,-24.24991,70.55388,1729.924198125,310.70862,127.654395,44.715625,,-0.0366401841154467,0.008468423310629448,-0.004305405166086532,116.94909959593923,0.009500037211094324
14,2019-04-15 12:00:00,2019_00001,754107.4733,-1988358.02871,-24.2302,70.55054,1750.658701875,316.82101,129.8031,45.7343,-0.0013090821537500314,-0.07257647339326409,-0.025356336440160488,0.013363861445052378,297.7911265649459,0.028662459601178126
