,date,floe_id,x_stere,y_stere,longitude,latitude,area,perimeter,major_axis,minor_axis,zeta,zeta_est,u,v,bearing,speed
0,2011-04-13 12:00:00,2011_00103,721273.6711,-770732.37945,-1.89861,80.27803,903.730519375,125.87846,45.6472075,26.28897,-0.048335986727866743,,-0.0058345246698965625,-0.16800847707853883,181.98894338896224,0.1681097559583427
2,2011-04-13 12:00:00,2011_00108,714750.67354,-744951.98908,-1.18527,80.49075,70.72646125,32.5240975,13.014205,7.040775,0.025958488462125992,0.02361077832360074,-0.016184328654841568,-0.16658352948256788,185.5491234428626,0.16736787263055442
4,2011-04-13 12:00:00,2011_00109,826471.37819,-889539.28392,-2.10473,78.82529,68.274350625,31.570215,11.6684325,7.7112175,-0.45507988232878005,,-0.1744794547510167,-0.2314667199125438,217.0089619560099,0.2898619025627274
6,2011-04-13 12:00:00,2011_00113,720114.83366,-718425.35098,0.0673,80.63001,47.5625,28.5805575,9.817105,7.058015,-0.01867190021737014,,-0.022487594605274594,-0.16540478345464713,187.74217471415773,0.16692643379887406
8,2011-04-13 12:00:00,2011_00122,831794.43011,-881203.58485,-1.65209,78.84767,21.89853875,16.90752,5.830435,4.9517425,-0.8362311744631574,,-0.13058805524181852,-0.21899728789816736,210.80761851687208,0.2549765720190642
10,2011-04-16 12:00:00,2011_00139,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,-0.0024631896890441526,0.010157944545334852,2.5369708850648352e-05,-0.0001472221428422561,170.22266476309449,0.00014939203951426706
11,2011-04-17 12:00:00,2011_00139,668685.58469,-1378756.18649,-19.12699,75.92279,94.506073125,46.346495,22.059255,5.759005,-0.0024631896890441526,0.010157944545334852,0.0007226327255483885,-0.00419353437081139,170.22277361089948,0.004255341181998216
13,2011-04-17 12:00:00,2011_00153,824303.32186,-1048674.59778,-6.83112,77.73192,32.83857125,22.222175,9.229255,4.6662625,0.011849065051238816,0.03127989574099278,-0.07734671368110917,-0.2416909691871685,197.74587661286384,0.253765716171236
15,2011-04-18 12:00:00,2011_00171,437928.01573,-750809.74893,-14.74609,81.98878,24.116883125,28.1445075,14.151585,2.33239,0.0004398737697104873,,-0.0003540012523853488,-0.0004190456903083747,220.19044180075824,0.000548558271523106
17,2011-04-19 12:00:00,2011_00174,743501.08496,-1985744.52218,-24.47314,70.60608,1460.260551875,246.0435725,102.59446,32.8489025,-0.00018691685199552288,-0.0012992338947321318,0.00017993977921268973,-0.0007301141798194313,166.15511889456525,0.0007519607966619752
18,2011-04-20 12:00:00,2011_00174,743537.7641,-1985798.14741,-24.47271,70.60552,1458.6022725,246.2270325,102.4132625,32.82477,0.00036383792976809107,0.0008800182887411521,0.00033375894377505667,-0.0003053699948191911,132.4566970749512,0.0004523780126019767
19,2011-04-21 12:00:00,2011_00174,743574.02152,-1985812.74442,-24.47193,70.60528,1459.74768875,246.0438175,102.499855,32.868635,0.00029470885639432045,0.00042479314755545226,0.0002177088833212182,-0.00020407619118488477,133.1487635681325,0.0002984028312290308
20,2011-04-22 12:00:00,2011_00174,743597.82015,-1985822.66092,-24.47143,70.60512,1460.49214,246.0845,102.5594325,32.89567,,8.147273203122377e-05,5.667259056749533e-05,-5.174054305598227e-05,132.3952344074455,7.673894915464321e-05
21,2011-04-23 12:00:00,2011_00174,743603.97337,-1985825.13034,-24.47129,70.60508,1460.68561875,246.0845,102.5742375,32.90314,,-0.00025013765290408084,0.0016860686587958729,-0.0010996293348921177,123.11180305117546,0.002012961051865881
22,2011-04-24 12:00:00,2011_00174,743773.71584,-1985863.01969,-24.46735,70.60423,1420.949503125,256.81202,103.3554425,32.878305,,-0.0002710935869520758,0.0016451486351492474,-0.0010185762955546391,121.76328059139024,0.0019349448833491983
24,2011-04-21 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
25,2011-04-22 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
26,2011-04-23 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
27,2011-04-24 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
28,2011-04-25 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
29,2011-04-26 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
30,2011-04-27 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,,0.0,0.0,0.0,90.0,0.0
31,2011-04-28 12:00:00,2011_00184,668678.06175,-1378745.69801,-19.12707,75.92291,94.625,46.428,22.09043,5.7599375,0.011633919509965524,0.012028975755333713,-0.0007332025837302199,0.002775300938429241,345.2012264503866,0.0028705193480683764
