,matlab_index,year_doy,satellite,filename,manual time,SOIT time
0,1,2007090,aqua,1_NE_Greenland.2007090.aqua.250m.tif,2007-03-31 11:50:00,2007-03-31 11:49:26
1,2,2007090,terra,2_NE_Greenland.2007090.terra.250m.tif,2007-03-31 13:05:00,2007-03-31 13:06:54
2,3,2007091,aqua,3_NE_Greenland.2007091.aqua.250m.tif,2007-04-01 12:30:00,2007-04-01 12:32:16
3,4,2007091,terra,4_NE_Greenland.2007091.terra.250m.tif,2007-04-01 13:50:00,2007-04-01 13:49:44
4,5,2007092,aqua,5_NE_Greenland.2007092.aqua.250m.tif,2007-04-02 13:15:00,2007-04-02 11:37:11
5,6,2007092,terra,6_NE_Greenland.2007092.terra.250m.tif,2007-04-02 14:30:00,2007-04-02 12:54:38
6,7,2007093,aqua,7_NE_Greenland.2007093.aqua.250m.tif,2007-04-03 12:20:00,2007-04-03 12:20:00
7,8,2007093,terra,8_NE_Greenland.2007093.terra.250m.tif,2007-04-03 13:35:00,2007-04-03 13:37:30
8,9,2007094,aqua,9_NE_Greenland.2007094.aqua.250m.tif,2007-04-04 13:00:00,2007-04-04 11:24:57
9,10,2007094,terra,10_NE_Greenland.2007094.terra.250m.tif,2007-04-04 14:20:00,2007-04-04 14:20:15
10,11,2007095,aqua,11_NE_Greenland.2007095.aqua.250m.tif,2007-04-05 12:05:00,2007-04-05 12:07:44
11,12,2007095,terra,12_NE_Greenland.2007095.terra.250m.tif,2007-04-05 13:25:00,2007-04-05 13:25:15
12,13,2007096,aqua,13_NE_Greenland.2007096.aqua.250m.tif,2007-04-06 12:50:00,2007-04-06 11:12:43
13,14,2007096,terra,14_NE_Greenland.2007096.terra.250m.tif,2007-04-06 14:05:00,2007-04-06 14:08:02
14,15,2007097,aqua,15_NE_Greenland.2007097.aqua.250m.tif,2007-04-07 11:55:00,2007-04-07 11:55:29
15,16,2007097,terra,16_NE_Greenland.2007097.terra.250m.tif,2007-04-07 13:10:00,2007-04-07 13:13:00
16,17,2007098,aqua,17_NE_Greenland.2007098.aqua.250m.tif,2007-04-08 12:40:00,2007-04-08 12:38:21
17,18,2007098,terra,18_NE_Greenland.2007098.terra.250m.tif,2007-04-08 13:55:00,2007-04-08 13:55:48
18,19,2007099,aqua,19_NE_Greenland.2007099.aqua.250m.tif,2007-04-09 11:40:00,2007-04-09 11:43:14
19,20,2007099,terra,20_NE_Greenland.2007099.terra.250m.tif,2007-04-09 13:00:00,2007-04-09 13:00:44
20,21,2007100,aqua,21_NE_Greenland.2007100.aqua.250m.tif,2007-04-10 12:25:00,2007-04-10 12:26:04
21,22,2007100,terra,22_NE_Greenland.2007100.terra.250m.tif,2007-04-10 13:45:00,2007-04-10 13:43:34
22,23,2007101,aqua,23_NE_Greenland.2007101.aqua.250m.tif,2007-04-11 11:30:00,2007-04-11 11:30:59
23,24,2007101,terra,24_NE_Greenland.2007101.terra.250m.tif,2007-04-11 14:25:00,2007-04-11 12:48:27
24,25,2007102,aqua,25_NE_Greenland.2007102.aqua.250m.tif,2007-04-12 12:15:00,2007-04-12 12:13:47
25,26,2007102,terra,26_NE_Greenland.2007102.terra.250m.tif,2007-04-12 13:30:00,2007-04-12 13:31:20
26,27,2007103,aqua,27_NE_Greenland.2007103.aqua.250m.tif,2007-04-13 12:55:00,2007-04-13 11:18:46
27,28,2007103,terra,28_NE_Greenland.2007103.terra.250m.tif,2007-04-13 14:15:00,2007-04-13 14:14:06
28,29,2007104,aqua,29_NE_Greenland.2007104.aqua.250m.tif,2007-04-14 12:00:00,2007-04-14 12:01:33
29,30,2007104,terra,30_NE_Greenland.2007104.terra.250m.tif,2007-04-14 13:20:00,2007-04-14 13:19:04
30,31,2007105,aqua,31_NE_Greenland.2007105.aqua.250m.tif,2007-04-15 12:45:00,2007-04-15 12:44:27
31,32,2007105,terra,32_NE_Greenland.2007105.terra.250m.tif,2007-04-15 14:00:00,2007-04-15 14:01:52
32,33,2007106,aqua,33_NE_Greenland.2007106.aqua.250m.tif,2007-04-16 11:50:00,2007-04-16 11:49:19
33,34,2007106,terra,34_NE_Greenland.2007106.terra.250m.tif,2007-04-16 13:05:00,2007-04-16 13:06:48
34,35,2007107,aqua,35_NE_Greenland.2007107.aqua.250m.tif,2007-04-17 12:30:00,2007-04-17 12:32:10
35,36,2007107,terra,36_NE_Greenland.2007107.terra.250m.tif,2007-04-17 13:50:00,2007-04-17 13:49:38
36,37,2007108,aqua,37_NE_Greenland.2007108.aqua.250m.tif,2007-04-18 13:15:00,2007-04-18 11:37:05
